-2.	1.	-1.	0	-1.	0	5.0205324015142403e-17
-2.	1.	-1.	0	0	0	8.095589448111013e-13
-2.	1.	-1.	0	1.	0	-3.6122162185424745e-9
-2.	1.	-1.	0	2.	0	1.7182624059253136e-6
-2.	1.	-1.	0	3.	0	0.004174397031539888
-2.	1.	0	0	-1.	0	8.095589448111011e-13
-2.	1.	0	0	0	0	-5.173594231706498e-9
-2.	1.	0	0	1.	0	5.823000375635787e-6
-2.	1.	0	0	2.	0	-0.022456709956709956
-2.	1.	0	0	3.	0	-16.258935687212798
-2.	1.	1.	0	-1.	0	-3.6122162185424745e-9
-2.	1.	1.	0	0	0	5.823000375635787e-6
-2.	1.	1.	0	1.	0	0.04406307977736548
-2.	1.	1.	0	2.	0	3.9021445649310715
-2.	1.	1.	0	3.	0	-29301.76975714432
-2.	1.	2.	0	-1.	0	1.7182624059253134e-6
-2.	1.	2.	0	0	0	-0.022456709956709956
-2.	1.	2.	0	1.	0	3.9021445649310715
-2.	1.	2.	0	2.	0	58603.53951428864
-2.	1.	3.	0	-1.	0	0.004174397031539888
-2.	1.	3.	0	0	0	-16.258935687212798
-2.	1.	3.	0	1.	0	-29301.76975714432
-1.	0	-2.	1.	-1.	0	1.952429267255538e-17
-1.	0	-2.	1.	1.	0	-2.158519447665625e-9
-1.	0	-2.	1.	2.	0	1.5329595974431717e-6
-1.	0	-2.	1.	3.	0	0.0016233766233766235
-1.	0	-1.	0	-2.	1.	1.952429267255538e-17
-1.	0	-1.	0	-1.	1.	6.719659225704794e-14
-1.	0	-1.	0	0	1.	-1.0792597238328126e-9
-1.	0	-1.	0	1.	1.	2.9479992258522537e-6
-1.	0	-1.	0	2.	1.	-0.002435064935064935
-1.	0	-1.	1.	-1.	0	6.719659225704794e-14
-1.	0	-1.	1.	1.	0	7.546878018181771e-6
-1.	0	-1.	1.	2.	0	-0.013528138528138528
-1.	0	-1.	1.	3.	0	-7.449548714868411
-1.	0	0	1.	-1.	0	-1.0792597238328126e-9
