-2.	1.	-1.	0	-1.	0	1.0842180366401387e-15
-2.	1.	-1.	0	0	0	8.110051569641831e-12
-2.	1.	-1.	0	1.	0	-1.6786384437170832e-8
-2.	1.	-1.	0	2.	0	3.7040871956349194e-6
-2.	1.	-1.	0	3.	0	0.004174397031539888
-2.	1.	0	0	-1.	0	8.110051569641831e-12
-2.	1.	0	0	0	0	-2.4042287737248746e-8
-2.	1.	0	0	1.	0	0.000012552739940762782
-2.	1.	0	0	2.	0	-0.02245670995670996
-2.	1.	0	0	3.	0	-7.542240902054815
-2.	1.	1.	0	-1.	0	-1.6786384437170832e-8
-2.	1.	1.	0	0	0	0.000012552739940762788
-2.	1.	1.	0	1.	0	0.04406307977736549
-2.	1.	1.	0	2.	0	1.8101378164931559
-2.	1.	1.	0	3.	0	-6305.36780239456
-2.	1.	2.	0	-1.	0	3.7040871956349194e-6
-2.	1.	2.	0	0	0	-0.02245670995670996
-2.	1.	2.	0	1.	0	1.8101378164931559
-2.	1.	2.	0	2.	0	12610.73560478912
-2.	1.	3.	0	-1.	0	0.004174397031539889
-2.	1.	3.	0	0	0	-7.542240902054815
-2.	1.	3.	0	1.	0	-6305.36780239456
-1.	0	-2.	1.	-1.	0	4.216403475822762e-16
-1.	0	-2.	1.	1.	0	-1.0030888261236232e-8
-1.	0	-2.	1.	2.	0	3.304626811791938e-6
-1.	0	-2.	1.	3.	0	0.0016233766233766233
-1.	0	-1.	0	-2.	1.	4.216403475822762e-16
-1.	0	-1.	0	-1.	1.	6.731663358200732e-13
-1.	0	-1.	0	0	1.	-5.015444130618116e-9
-1.	0	-1.	0	1.	1.	6.355051561138343e-6
-1.	0	-1.	0	2.	1.	-0.0024350649350649346
-1.	0	-1.	1.	-1.	0	6.731663358200732e-13
-1.	0	-1.	1.	1.	0	0.000016268931996514158
-1.	0	-1.	1.	2.	0	-0.013528138528138526
-1.	0	-1.	1.	3.	0	-3.455717649668752
-1.	0	0	1.	-1.	0	-5.015444130618116e-9
-1.	0	0	1.	1.	0	0.004329004329004328
-1.	0	0	1.	2.	0	17.56656471914949
-1.	0	0	1.	3.	0	1839.0656090317468
-1.	0	1.	0	-2.	1.	-1.0030888261236232e-8
-1.	0	1.	0	-1.	1.	0.000016268931996514158
-1.	0	1.	0	0	1.	0.00432900432900433
-1.	0	1.	0	1.	1.	-16.126682365120843
-1.	0	1.	0	2.	1.	5517.19682709524
-1.	0	1.	1.	-1.	0	6.355051561138343e-6
-1.	0	1.	1.	1.	0	-16.126682365120843
-1.	0	1.	1.	2.	0	-7356.262436126987
-1.	0	2.	0	-2.	1.	3.304626811791938e-6
-1.	0	2.	0	-1.	1.	-0.013528138528138528
-1.	0	2.	0	0	1.	17.56656471914949
-1.	0	2.	0	1.	1.	-7356.262436126987
-1.	0	2.	1.	-1.	0	-0.002435064935064935
-1.	0	2.	1.	1.	0	5517.19682709524
-1.	0	3.	0	-2.	1.	0.0016233766233766235
-1.	0	3.	0	-1.	1.	-3.455717649668752
-1.	0	3.	0	0	1.	1839.0656090317468
-1.	1.	-1.	0	-1.	0	-4.615997731337644e-12
-1.	1.	-1.	0	0	0	-2.589606867441598e-8
-1.	1.	-1.	0	1.	0	0.00004902468347163864
-1.	1.	-1.	0	2.	0	-0.0016233766233766248
-1.	1.	-1.	0	3.	0	-8.88613109914822
-1.	1.	0	0	-1.	0	-2.5896068674415985e-8
-1.	1.	0	0	0	0	-0.00002477415256748095
-1.	1.	0	0	1.	0	0.013283343640486498
-1.	1.	0	0	2.	0	49.326255499438496
-1.	1.	0	0	3.	0	-4553.876746173849
-1.	1.	1.	0	-1.	0	0.00004902468347163864
-1.	1.	1.	0	0	0	0.0132833436404865
-1.	1.	1.	0	1.	0	-49.03827902863277
-1.	1.	1.	0	2.	0	-1576.34195059864
-1.	1.	2.	0	-1.	0	-0.001623376623376624
-1.	1.	2.	0	0	0	49.326255499438496
-1.	1.	2.	0	1.	0	-1576.34195059864
-1.	1.	3.	0	-1.	0	-8.88613109914822
-1.	1.	3.	0	0	0	-4553.876746173849
0	0	-1.	0	-2.	1.	-3.2910354195648016e-12
0	0	-1.	0	-1.	1.	-5.254274803504693e-9
0	0	-1.	0	0	1.	0.00003982498978313361
0	0	-1.	0	1.	1.	-0.04707792207792208
0	0	-1.	0	2.	1.	15.550729423509383
0	0	1.	0	-2.	1.	0.000033724140284440807
0	0	1.	0	-1.	1.	-0.04978354978354979
0	0	1.	0	0	1.	46.46020395665767
0	0	1.	0	1.	1.	-12260.437393544978
0	0	2.	0	-2.	1.	0.00432900432900433
0	0	2.	0	-1.	1.	-33.78923924120557
0	0	2.	0	0	1.	12873.459263222228
0	0	3.	0	-2.	1.	0.
0	0	3.	0	-1.	1.	1226.0437393544978
0	1.	-1.	0	-1.	0	7.369632191928659e-9
0	1.	-1.	0	0	0	0.00004089021747338157
0	1.	-1.	0	1.	0	-0.057745825602968454
0	1.	-1.	0	2.	0	-9.132968074124559
0	1.	-1.	0	3.	0	4729.02585179592
0	1.	0	0	-1.	0	0.00004089021747338157
0	1.	0	0	0	0	0.26888785817357247
