-2.	1.	-1.	0	-1.	0	2.2918397049705817e-19
-2.	1.	-1.	0	0	0	1.4217535596698646e-14
-2.	1.	-1.	0	1.	0	-2.4405683260156975e-10
-2.	1.	-1.	0	2.	0	4.4663021933628116e-7
-2.	1.	-1.	0	3.	0	0.004174397031539889
-2.	1.	0	0	-1.	0	1.421753559669864e-14
-2.	1.	0	0	0	0	-3.495502331434408e-10
-2.	1.	0	0	1.	0	1.5135801877507304e-6
-2.	1.	0	0	2.	0	-0.02245670995670996
-2.	1.	0	0	3.	0	-62.55089051791304
-2.	1.	1.	0	-1.	0	-2.4405683260156975e-10
-2.	1.	1.	0	0	0	1.5135801877507296e-6
-2.	1.	1.	0	1.	0	0.044063079777365496
-2.	1.	1.	0	2.	0	15.01221372429914
-2.	1.	1.	0	3.	0	-433687.21465605614
-2.	1.	2.	0	-1.	0	4.466302193362811e-7
-2.	1.	2.	0	0	0	-0.02245670995670996
-2.	1.	2.	0	1.	0	15.01221372429914
-2.	1.	2.	0	2.	0	867374.4293121123
-2.	1.	3.	0	-1.	0	0.004174397031539889
-2.	1.	3.	0	0	0	-62.55089051791305
-2.	1.	3.	0	1.	0	-433687.21465605614
-1.	0	-2.	1.	-1.	0	8.912709963774487e-20
-1.	0	-2.	1.	1.	0	-1.4583883899362098e-10
-1.	0	-2.	1.	2.	0	3.984642152902115e-7
-1.	0	-2.	1.	3.	0	0.0016233766233766235
-1.	0	-1.	0	-2.	1.	8.912709963774487e-20
-1.	0	-1.	0	-1.	1.	1.1801116503188594e-15
-1.	0	-1.	0	0	1.	-7.291941949681047e-11
-1.	0	-1.	0	1.	1.	7.662773370965607e-7
-1.	0	-1.	0	2.	1.	-0.002435064935064935
-1.	0	-1.	1.	-1.	0	1.1801116503188594e-15
-1.	0	-1.	1.	1.	0	1.9616699829671955e-6
-1.	0	-1.	1.	2.	0	-0.013528138528138528
-1.	0	-1.	1.	3.	0	-28.659680746389256
-1.	0	0	1.	-1.	0	-7.291941949681047e-11
-1.	0	0	1.	1.	0	0.004329004329004328
-1.	0	0	1.	2.	0	145.68671046081204
-1.	0	0	1.	3.	0	126492.10427468306
-1.	0	1.	0	-2.	1.	-1.4583883899362098e-10
-1.	0	1.	0	-1.	1.	1.9616699829671955e-6
-1.	0	1.	0	0	1.	0.00432900432900433
-1.	0	1.	0	1.	1.	-133.7451768164832
-1.	0	1.	0	2.	1.	379476.31282404915
-1.	0	1.	1.	-1.	0	7.662773370965607e-7
-1.	0	1.	1.	1.	0	-133.7451768164832
-1.	0	1.	1.	2.	0	-505968.41709873226
-1.	0	2.	0	-2.	1.	3.984642152902115e-7
-1.	0	2.	0	-1.	1.	-0.01352813852813853
-1.	0	2.	0	0	1.	145.68671046081204
-1.	0	2.	0	1.	1.	-505968.41709873226
-1.	0	2.	1.	-1.	0	-0.002435064935064935
-1.	0	2.	1.	1.	0	379476.31282404915
-1.	0	3.	0	-2.	1.	0.0016233766233766237
-1.	0	3.	0	-1.	1.	-28.659680746389256
-1.	0	3.	0	0	1.	126492.10427468306
-1.	1.	-1.	0	-1.	0	-8.092194173615035e-15
-1.	1.	-1.	0	0	0	-3.765023088304704e-10
-1.	1.	-1.	0	1.	0	5.911282314744897e-6
-1.	1.	-1.	0	2.	0	-0.0016233766233766222
