-2.	1.	-1.	0	-1.	0	4.6373194668437245e-12
-2.	1.	-1.	0	0	0	4.2892998439258705e-9
-2.	1.	-1.	0	1.	0	-1.097823085131115e-6
-2.	1.	-1.	0	2.	0	0.000029954963763522975
-2.	1.	-1.	0	3.	0	0.004174397031539889
-2.	1.	0	0	-1.	0	4.2892998439258705e-9
-2.	1.	0	0	0	0	-1.5723563698964618e-6
-2.	1.	0	0	1.	0	0.00010151404386527234
-2.	1.	0	0	2.	0	-0.02245670995670996
-2.	1.	0	0	3.	0	-0.9326373475942922
-2.	1.	1.	0	-1.	0	-1.0978230851311153e-6
-2.	1.	1.	0	0	0	0.00010151404386527229
-2.	1.	1.	0	1.	0	0.044063079777365496
-2.	1.	1.	0	2.	0	0.2238329634226302
-2.	1.	1.	0	3.	0	-96.41291878655746
-2.	1.	2.	0	-1.	0	0.000029954963763522975
-2.	1.	2.	0	0	0	-0.02245670995670996
-2.	1.	2.	0	1.	0	0.2238329634226302
-2.	1.	2.	0	2.	0	192.8258375731149
-2.	1.	3.	0	-1.	0	0.0041743970315398895
-2.	1.	3.	0	0	0	-0.9326373475942922
-2.	1.	3.	0	1.	0	-96.41291878655746
-1.	0	-2.	1.	-1.	0	1.8034020148836707e-12
-1.	0	-2.	1.	1.	0	-6.560162337978617e-7
-1.	0	-2.	1.	2.	0	0.000026724526494907754
-1.	0	-2.	1.	3.	0	0.0016233766233766237
-1.	0	-1.	0	-2.	1.	1.8034020148836707e-12
-1.	0	-1.	0	-1.	1.	3.5602884080017127e-10
-1.	0	-1.	0	0	1.	-3.2800811689893074e-7
-1.	0	-1.	0	1.	1.	0.000051393320182514915
-1.	0	-1.	0	2.	1.	-0.002435064935064935
-1.	0	-1.	1.	-1.	0	3.5602884080017127e-10
-1.	0	-1.	1.	1.	0	0.0001315668996672382
-1.	0	-1.	1.	2.	0	-0.01352813852813853
-1.	0	-1.	1.	3.	0	-0.42731747562502126
-1.	0	0	1.	-1.	0	-3.2800811689893074e-7
-1.	0	0	1.	1.	0	0.004329004329004328
-1.	0	0	1.	2.	0	2.1721971677605247
-1.	0	0	1.	3.	0	28.120434646079257
-1.	0	1.	0	-2.	1.	-6.560162337978617e-7
-1.	0	1.	0	-1.	1.	0.0001315668996672382
-1.	0	1.	0	0	1.	0.00432900432900433
-1.	0	1.	0	1.	1.	-1.9941482195834324
-1.	0	1.	0	2.	1.	84.36130393823777
-1.	0	1.	1.	-1.	0	0.000051393320182514915
-1.	0	1.	1.	1.	0	-1.9941482195834324
-1.	0	1.	1.	2.	0	-112.48173858431703
-1.	0	2.	0	-2.	1.	0.00002672452649490775
-1.	0	2.	0	-1.	1.	-0.013528138528138528
-1.	0	2.	0	0	1.	2.1721971677605247
-1.	0	2.	0	1.	1.	-112.48173858431703
-1.	0	2.	1.	-1.	0	-0.0024350649350649354
-1.	0	2.	1.	1.	0	84.36130393823777
