-2.	-2.	1.4609539369737044e-14
-2.	-1.	4.00674891614298e-11
-2.	0	-3.357669282185833e-8
-2.	1.	-0.00008371452885983774
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	4.00674891614298e-11
-1.	-1.	1.7704074396979849e-7
-1.	0	0.00008371452885983774
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-3.357669282185833e-8
0	-1.	0.00008371452885983774
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.00008371452885983774
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
