-2.	-2.	3.9859693877551024e-21
-2.	-1.	4.783163265306124e-16
-2.	0	-1.753826530612245e-11
-2.	1.	-1.9132653061224493e-6
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	4.783163265306124e-16
-1.	-1.	9.247448979591837e-11
-1.	0	1.9132653061224493e-6
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-1.753826530612245e-11
0	-1.	1.9132653061224493e-6
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-1.9132653061224493e-6
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
