-2.	-2.	3.5420273288996406e-7
-2.	-1.	0.000013843747407765089
-2.	0	-0.00016532769461570068
-2.	1.	-0.0058742805416285414
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	0.000013843747407765089
-1.	-1.	0.0008717278443373308
-1.	0	0.0058742805416285414
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-0.00016532769461570068
0	-1.	0.0058742805416285414
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.0058742805416285414
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
