-2.	-2.	2.082009356770903e-8
-2.	-1.	1.6526342289184723e-6
-2.	0	-0.000040083071596755253
-2.	1.	-0.002892426793269762
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	1.6526342289184723e-6
-1.	-1.	0.00021134710478289132
-1.	0	0.002892426793269762
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-0.000040083071596755253
0	-1.	0.002892426793269762
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.002892426793269762
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
