-2.	-2.	3.193804226568182e-17
-2.	-1.	4.05084806349596e-13
-2.	0	-1.5699065506902605e-9
-2.	1.	-0.00001810167567519158
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	4.05084806349596e-13
-1.	-1.	8.277689085457736e-9
-1.	0	0.00001810167567519158
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-1.5699065506902605e-9
0	-1.	0.00001810167567519158
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.00001810167567519158
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
