-2.	-2.	8.587510722384749e-16
-2.	-1.	4.783163265306126e-12
-2.	0	-8.14054164058364e-9
-2.	1.	-0.00004122005146744677
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	4.783163265306126e-12
-1.	-1.	4.292285592307738e-8
-1.	0	0.00004122005146744677
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-8.14054164058364e-9
0	-1.	0.00004122005146744677
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.00004122005146744677
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
