-2.	-2.	5.627911027022042e-11
-2.	-1.	1.9591836734693818e-8
-2.	0	-2.083978659989407e-6
-2.	1.	-0.0006595208234791474
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	1.9591836734693818e-8
-1.	-1.	0.000010988251116307782
-1.	0	0.0006595208234791474
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-2.083978659989407e-6
0	-1.	0.0006595208234791474
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-0.0006595208234791474
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
