-2.	-2.	2.6366153703882925e-20
-2.	-1.	1.972876139780621e-15
-2.	0	-4.510690672776275e-11
-2.	1.	-3.0683394331976985e-6
-2.	2.	0.06377551020408163265306122448979591836734693877551
-1.	-2.	1.972876139780621e-15
-1.	-1.	2.3783641729183994e-10
-1.	0	3.0683394331976985e-6
-1.	1.	-0.25510204081632653061224489795918367346938775510204
0	-2.	-4.510690672776275e-11
0	-1.	3.0683394331976985e-6
0	0	0.38265306122448979591836734693877551020408163265306
1.	-2.	-3.0683394331976985e-6
1.	-1.	-0.25510204081632653061224489795918367346938775510204
2.	-2.	0.06377551020408163265306122448979591836734693877551
