0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,3.656694664483627e-08,5.537918757470225e-10,3.5942758564495375e-08,4.23365015845307e-09,2.940964981752676e-08,5.412963110254456e-10,3.56488210086456e-08,8.988001818778537e-10,2.3653318820797308e-08,5.301586388525821e-10,3.536148557097178e-08,2.617544289968794e-10,1.902370018034307e-08,5.19722573641903e-10,3.507956036003441e-08,8.803515631705014e-11
0.0,5.537918757606279e-10,2.5542229658222727e-11,5.232783401066617e-10,6.885321946682879e-11,4.4479894382179755e-10,2.190253803908051e-11,5.152398667758776e-10,1.7175816449540766e-11,3.5729519959288416e-10,1.9677696505411068e-11,5.083325581980143e-10,5.472737818649102e-12,2.8702897566521045e-10,1.8086054669469577e-11,5.02108753076613e-10,1.933396867652273e-12
0.0,3.594275856449511e-08,5.232783401056824e-10,3.5357114201037506e-08,4.163279669144277e-09,2.8908334319802117e-08,5.142281171696405e-10,3.50736122389128e-08,8.821715209006457e-10,2.3250635414024206e-08,5.053541209351335e-10,3.479502895373207e-08,2.5658738903135795e-10,1.8700218361810182e-08,4.966508846488528e-10,3.452083026783273e-08,8.623205806183927e-11
0.0,4.233650158453078e-09,6.885321946680506e-11,4.1632796691442685e-09,3.4039637893021485e-10,3.4049067205592385e-09,6.773516949877318e-11,4.12861094590441e-09,5.009894009045206e-11,2.7383912448395027e-09,6.663533658873954e-11,4.094279831926879e-09,1.1631188047361535e-11,2.2023472921186805e-09,6.555342063455656e-11,4.060281703019151e-09,3.4502541109673277e-12
0.0,2.940964981747255e-08,4.4479894382232694e-10,2.890833431980209e-08,3.4049067205592447e-09,2.36533160826412e-08,4.349500123804776e-10,2.8672015706491244e-08,7.227985183739331e-10,1.9023695810657932e-08,4.260730028287237e-10,2.844098113341796e-08,2.1048700746573295e-10,1.530024131826249e-08,4.1772771086432795e-10,2.821428305696574e-08,7.079034082145307e-11
0.0,5.412963110186759e-10,2.190253804239585e-11,5.142281171695479e-10,6.773516949877825e-11,4.34950012394634e-10,1.9667020410001745e-11,5.064523132363502e-10,1.6895556646672582e-11,3.49509053212344e-10,1.8071279870938768e-11,4.997316384893403e-10,5.383063846400811e-12,2.8086071251821433e-10,1.6833581398452695e-11,4.936587745246707e-10,1.9016349058733344e-12
0.0,3.564882100864555e-08,5.152398667770696e-10,3.5073612238912904e-08,4.128610945904413e-09,2.8672015706491085e-08,5.064523132368469e-10,3.479412224644346e-08,8.739839771343075e-10,2.3060640348504018e-08,4.978253792358917e-10,3.451914055907036e-08,2.5404475780901563e-10,1.8547465894806515e-08,4.893554325492223e-10,3.4248254191342306e-08,8.534509041477292e-11
0.0,8.988001818778552e-10,1.7175816449528888e-11,8.82171520900648e-10,5.0098940090452125e-11,7.227985183739318e-10,1.689555664666969e-11,8.73983977134304e-10,4.570639861356231e-12,5.812612563693837e-10,1.6619876172087042e-11,8.658796824124411e-10,7.191091832888909e-13,4.674396191892866e-10,1.634870009321802e-11,8.578576960704466e-10,1.6869365930135364e-13
0.0,2.365331882081763e-08,3.5729519958297784e-10,2.3250635414024097e-08,2.7383912448394965e-09,1.9023695810640995e-08,3.4950905319638933e-10,2.306064034850431e-08,5.812612563693837e-10,1.530023957229112e-08,3.424292960549422e-10,2.287487457729803e-08,1.6926086817711917e-10,1.2305578056871758e-08,3.3575401612317417e-10,2.2692584753407934e-08,5.6923537202715985e-11
0.0,5.301586388542786e-10,1.9677696469877044e-11,5.053541209350802e-10,6.663533658874915e-11,4.2607300266423717e-10,1.8071279871378414e-11,4.978253792364809e-10,1.6619876172090897e-11,3.424292959847915e-10,1.682817304064619e-11,4.91283674093637e-10,5.294860681606263e-12,2.7521116409639167e-10,1.5815225860175794e-11,4.853567220459367e-10,1.8703951326838477e-12
0.0,3.5361485570971834e-08,5.08332558197508e-10,3.479502895373215e-08,4.094279831926881e-09,2.844098113341804e-08,4.997316384893871e-10,3.451914055907036e-08,8.658796824124452e-10,2.2874874577298056e-08,4.912836740935511e-10,3.424746175477005e-08,2.5152897492726936e-10,1.8398098659288176e-08,4.829855677794223e-10,3.3979656918724294e-08,8.446769662415784e-11
0.0,2.6175442899687945e-10,5.4727378186524465e-12,2.565873890313588e-10,1.1631188047361635e-11,2.1048700746574283e-10,5.383063846402988e-12,2.5404475780901713e-10,7.191091832890211e-13,1.692608681771278e-10,5.294860681608788e-12,2.515289749272693e-10,7.064285417335086e-14,1.3610931557560457e-10,5.20810417609894e-12,2.4903973697777526e-10,1.1368438555272937e-14
0.0,1.9023700180353235e-08,2.870289756040454e-10,1.870021836180971e-08,2.202347292118679e-09,1.5300241318314884e-08,2.808607125058637e-10,1.854746589480572e-08,4.674396191892854e-10,1.2305578056896253e-08,2.752111641789712e-10,1.8398098659287514e-08,1.361093155756092e-10,9.897058943132125e-09,2.698703101239321e-10,1.8251517659593974e-08,4.577304109533335e-11
0.0,5.197225736431752e-10,1.8086054637280257e-11,4.966508846485753e-10,6.555342063456002e-11,4.1772771106623033e-10,1.683358138952907e-11,4.893554325493356e-10,1.634870009321939e-11,3.3575401624402277e-10,1.581522584493044e-11,4.829855677794626e-10,5.2081041760997956e-12,2.698703101011635e-10,1.495744240266426e-11,4.771997551977733e-10,1.8396689562279444e-12
0.0,3.507956036003449e-08,5.021087530770695e-10,3.452083026783289e-08,4.060281703019159e-09,2.8214283056964747e-08,4.936587745247733e-10,3.4248254191342286e-08,8.578576960704485e-10,2.269258475340725e-08,4.853567220460161e-10,3.397965691872431e-08,2.49039736977775e-10,1.8251517659594272e-08,4.771997551978756e-10,3.371475623483858e-08,8.359976799854178e-11
0.0,8.803515631705025e-11,1.9333968676403815e-12,8.623205806183959e-11,3.450254110967132e-12,7.079034082144812e-11,1.9016349058676815e-12,8.534509041477252e-11,1.6869365930124042e-13,5.692353720271081e-11,1.8703951326835234e-12,8.446769662415847e-11,1.1368438555061835e-14,4.577304109533532e-11,1.83966895622838e-12,8.359976799853901e-11,1.1803350173252573e-15
1.0,5.537918757961371e-10,2.5542229587389597e-11,5.232783401067343e-10,6.885321946682878e-11,4.447989437404162e-10,2.1902538035619588e-11,5.152398667758339e-10,1.7175816449540746e-11,3.572951996023405e-10,1.9677696503174372e-11,5.083325581980183e-10,5.472737818649087e-12,2.8702897566536927e-10,1.8086054668639502e-11,5.021087530766138e-10,1.9333968676522576e-12
1.0,2.5542229600942124e-11,1.3009471648030043e-11,1.2222640454455804e-11,1.2729490018082913e-12,2.002557035940987e-11,9.12248930947272e-12,1.1076083563433909e-11,3.628657585902031e-13,1.5727870693800768e-11,6.997431496599689e-12,1.0359292461493236e-11,1.231703990587346e-13,1.2370474764560178e-11,5.649366146783184e-12,9.845648923494465e-12,4.493988647085276e-14
1.0,5.23278340106774e-10,1.2222640459979199e-11,5.077771183214623e-10,6.757106053043702e-11,4.207543592965567e-10,1.1871995454392051e-11,5.01432251260684e-10,1.683000988741111e-11,3.3831832717162297e-10,1.1539823503717438e-11,4.955972583081958e-10,5.3576633095025724e-12,2.7203416178088694e-10,1.1223957847483248e-11,4.901362725385712e-10,1.891795232152392e-12
1.0,6.885321946682878e-11,1.272949001888705e-12,6.75710605304361e-11,5.335263029360353e-12,5.5371481456339466e-11,1.2516819249833187e-12,6.694269738296957e-11,8.594194864386073e-13,4.4529527811112356e-11,1.2307817787195157e-12,6.632229976232664e-11,2.2036042254553313e-13,3.581047586312718e-11,1.2102397737123457e-12,6.570961241687397e-11,6.993315247748933e-14
1.0,4.4479894378102085e-10,2.0025570048654656e-11,4.2075435929472596e-10,5.537148145635297e-11,3.5729482713807784e-10,1.7319354046749017e-11,4.143150221013069e-10,1.3811658357467305e-11,2.870284083515599e-10,1.5619847948100268e-11,4.0877473455602386e-10,4.40063714016512e-12,2.3059604231513807e-10,1.4388875532049231e-11,4.0377932206706986e-10,1.5546139314147315e-12
1.0,2.1902538037313654e-11,9.12248915863468e-12,1.187199545062975e-11,1.2516819249376073e-12,1.7319354107182833e-11,6.985577995935299e-12,1.0803800011919673e-11,3.5686902636743175e-13,1.3704551833935795e-11,5.633924094435463e-12,1.0124090494790403e-11,1.2113424714796565e-13,1.0851006291709165e-11,4.699029960017207e-12,9.632866840859928e-12,4.419658119461582e-14
1.0,5.152398667758273e-10,1.1076083559852611e-11,5.014322512606642e-10,6.694269738296851e-11,4.1431502210067724e-10,1.0803800008822741e-11,4.955043054319476e-10,1.666005099894608e-11,3.331597880648822e-10,1.054130847003787e-11,4.899763440426902e-10,5.301106032133946e-12,2.6790149936186297e-10,1.0287986142481128e-11,4.847554590009564e-10,1.8713498876263733e-12
1.0,1.7175816449540762e-11,3.628657586304763e-13,1.6830009887410797e-11,8.594194864386079e-13,1.3811658357459907e-11,3.5686902638612935e-13,1.666005099894655e-11,7.630265696401073e-14,1.1106425093408859e-11,3.509715984926109e-13,1.6492020428312918e-11,1.2648857293129901e-14,8.931055422230835e-12,3.4517182686069283e-13,1.632589279650924e-11,3.179581701558413e-15
1.0,3.57295199595551e-10,1.5727871090146013e-11,3.383183271716075e-10,4.452952781113159e-11,2.8702840836168457e-10,1.3704552102493215e-11,3.331597880650414e-10,1.1106425093419312e-11,2.3059582474823385e-10,1.2403720734238294e-11,3.2871587828445055e-10,3.5385594427005482e-12,1.852689045279943e-10,1.145061223856128e-11,3.247063533302589e-10,1.2500405870952663e-12
1.0,1.9677696507406228e-11,6.997431867495895e-12,1.153982350404168e-11,1.2307817787306188e-12,1.5619848090923754e-11,5.6339244762777505e-12,1.0541308469865325e-11,3.509715985025528e-13,1.2403720629730641e-11,4.693701069524113e-12,9.895907080688511e-12,1.1913179714846849e-13,9.853497189819513e-12,4.005076679717776e-12,9.425780167448629e-12,4.346558139059408e-14
1.0,5.083325581980117e-10,1.0359292461446642e-11,4.955972583082023e-10,6.63222997623259e-11,4.087747345540378e-10,1.0124090495075893e-11,4.899763440426869e-10,1.649202042831238e-11,3.2871587828343823e-10,9.895907080966334e-12,4.84685725074016e-10,5.245191334197378e-12,2.6433692621463324e-10,9.674423879020559e-12,4.796569358208097e-10,1.851137709601702e-12
1.0,5.4727378186491184e-12,1.2317039906188426e-13,5.357663309502396e-12,2.2036042254554214e-13,4.400637140166516e-12,1.2113424715753894e-13,5.3011060321342195e-12,1.2648857293134192e-14,3.5385594427027955e-12,1.191317971308771e-13,5.245191334197867e-12,1.215780788193804e-15,2.8453614960287757e-12,1.1716249048025016e-13,5.189911298679799e-12,2.0260122944014034e-16
1.0,2.8702897566198776e-10,1.2370473500700994e-11,2.7203416178003267e-10,3.581047586312306e-11,2.305960423049836e-10,1.0851005778718219e-11,2.679014993618109e-10,8.931055422229411e-12,1.8526890453561595e-10,9.853497332571862e-12,2.643369262151527e-10,2.845361496025124e-12,1.4885883157769254e-10,9.11474108497435e-12,2.6111866994437675e-10,1.005137989167109e-12
1.0,1.8086054669486535e-11,5.649366464810141e-12,1.122395784564153e-11,1.2102397737931657e-12,1.4388875557698447e-11,4.69903013655368e-12,1.0287986142051188e-11,3.4517182689937377e-13,1.145061237787628e-11,4.005076614104983e-12,9.674423879753383e-12,1.1716249050332213e-13,9.114741367202998e-12,3.47568963616244e-12,9.224177087199458e-12,4.274668315556569e-14
1.0,5.021087530766105e-10,9.845648921442081e-12,4.901362725384951e-10,6.57096124168729e-11,4.0377932206691233e-10,9.632866840513003e-12,4.847554590009432e-10,1.632589279650868e-11,3.247063533301806e-10,9.425780166855238e-12,4.796569358207998e-10,5.189911298679396e-12,2.611186699439341e-10,9.224177087333956e-12,4.747876159804747e-10,1.831155882414135e-12
1.0,1.9333968676522677e-12,4.49398864844083e-14,1.8917952321524964e-12,6.993315247748938e-14,1.5546139314163532e-12,4.419658120010292e-14,1.871349887626763e-12,3.179581701556848e-15,1.2500405870951609e-12,4.34655813826079e-14,1.85113770960182e-12,2.0260122943994032e-16,1.0051379891804317e-12,4.274668313937982e-14,1.8311558824140284e-12,2.0678633121408394e-17
2.0,3.594275856449536e-08,5.232783401057634e-10,3.53571142010374e-08,4.163279669144276e-09,2.890833431980197e-08,5.142281171695506e-10,3.507361223891275e-08,8.821715209006455e-10,2.3250635414024272e-08,5.053541209351281e-10,3.479502895373206e-08,2.5658738903135785e-10,1.8700218361810225e-08,4.966508846488522e-10,3.452083026783269e-08,8.623205806183925e-11
2.0,5.232783401058164e-10,1.2222640453275482e-11,5.077771183214469e-10,6.757106053043671e-11,4.207543592944837e-10,1.1871995451899898e-11,5.014322512606393e-10,1.6830009887411003e-11,3.383183271707783e-10,1.1539823503940803e-11,4.955972583081622e-10,5.35766330950252e-12,2.720341617804511e-10,1.1223957845174373e-11,4.901362725385632e-10,1.8917952321524314e-12
2.0,3.53571142010374e-08,5.077771183214404e-10,3.479147542557128e-08,4.0942066527584015e-09,2.8437477186076838e-08,4.991978153449514e-10,3.451585956594458e-08,8.658734697654475e-10,2.2872065891550688e-08,4.907704195287748e-10,3.4244401412700535e-08,2.515280611569658e-10,1.8395847250965988e-08,4.824918983651862e-10,3.397678016856821e-08,8.44675168589876e-11
2.0,4.163279669144273e-09,6.757106053043563e-11,4.094206652758407e-09,3.34948214615912e-10,3.348314614377074e-09,6.647445629296458e-11,4.060173256875293e-09,4.924847273841681e-11,2.692879739420946e-09,6.539569748215748e-11,4.0264692157037185e-09,1.141931560965425e-11,2.165746827174654e-09,6.433449261611126e-11,3.993090232230839e-09,3.3841693475056604e-12
2.0,2.8908334319802074e-08,4.207543592927363e-10,2.8437477186076884e-08,3.3483146143770734e-09,2.325063309032036e-08,4.134808798403327e-10,2.820951326575247e-08,7.094267168455615e-10,1.8700214626748765e-08,4.063487028700774e-10,2.798549470536019e-08,2.0633215382106133e-10,1.5040369056743617e-08,3.9935349783825415e-10,2.7764995114026728e-08,6.934049065782151e-11
