0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9.370355050836672e-05,7.806484979019351e-05,1.011831205976165e-05,5.643423332020053e-07,5.6274501592534154e-05,2.9545189159215285e-05,8.642008995270935e-06,1.5523784344455642e-07,3.9553349107503016e-05,1.6631556813821346e-05,7.783366524571663e-06,5.3051594593404205e-08,2.835882921486746e-05,1.1348716256244772e-05,7.190572465442515e-06,1.9495483073805827e-08
8.063147663146442e-05,7.720188746884248e-05,8.192786816417294e-06,4.3324802107179934e-07,5.336707486790173e-05,3.115225858578223e-05,6.8894600326070665e-06,1.1893447672799311e-07,3.76791895389997e-05,1.7525499631748703e-05,6.158566647770408e-06,4.0638669268653984e-08,2.7164916410633518e-05,1.168564990434844e-05,5.663468599844022e-06,1.4934076058674162e-08
7.0108299730194064e-06,7.080315288713329e-06,1.590849510789315e-10,4.265480273411633e-12,4.272486508856253e-06,8.229430556538753e-07,4.158959687775877e-11,3.9761105297443057e-13,2.5975251234976423e-06,9.88327205966292e-08,3.285793682800509e-11,1.3541268628872815e-13,1.5762682024967688e-06,1.3325350188487314e-08,2.828761176376081e-11,4.9726777111689905e-14
3.805474006984943e-07,3.731698875471514e-07,5.984062031405376e-12,2.369660490019812e-13,2.2955419349743265e-07,3.8342215354536684e-08,1.9080761970597343e-12,2.8651908778831284e-14,1.378134877837198e-07,3.753585976185892e-09,1.651616807767864e-12,9.783649751128972e-15,8.239406318573269e-08,3.625451698350895e-10,1.4949999315439003e-12,3.5949433342660385e-15
5.5800812477657894e-05,5.262636563301931e-05,5.494784904363277e-06,3.0076258998348283e-07,3.642961382995995e-05,1.8813270321529312e-05,4.667022088936419e-06,8.26746699726026e-08,2.5266857096232585e-05,1.0208205874607123e-05,4.192211959484887e-06,2.8252424535637917e-08,1.7919352319280876e-05,6.813895287014818e-06,3.866676602309826e-06,1.0382429119688099e-08
2.594784088188581e-05,2.949926294420431e-05,6.44256384834631e-07,2.574336158818183e-08,1.7275524646845492e-05,9.557253254546401e-06,4.974248458839487e-07,6.980054923681082e-09,1.1747925035868808e-05,4.359144830676159e-06,4.275593888128289e-07,2.382440964698978e-09,8.105139761465242e-06,2.476158050472127e-06,3.839731479003296e-07,8.753452512475633e-10
5.9417916251225115e-06,5.946861763160249e-06,6.989748824561941e-11,2.2362757484829073e-12,3.6095838931983714e-06,6.619799061869448e-07,3.7012875483386315e-13,4.3769576880543657e-16,2.1858755973984155e-06,7.297636820341084e-08,8.554351892680259e-14,1.4732326269852552e-16,1.320253927312251e-06,8.210606871196764e-09,6.630110781175076e-14,5.396670336160509e-17
1.0428741902634942e-07,1.0216851608947291e-07,9.695860480246988e-13,3.597153928202349e-14,6.288937892181231e-08,1.0447992559230472e-08,2.7089138159357663e-15,1.610338184333374e-20,3.774009201927495e-08,1.0124632662571303e-09,7.716627565755337e-18,1.6078913169190426e-21,2.2551663785872573e-08,9.472922303629313e-11,3.522145345680941e-19,5.918119122958386e-22
3.668143607320782e-05,3.6417702978334195e-05,2.9987495575256143e-06,1.5990150443593906e-07,2.429961129293686e-05,1.2409322261438075e-05,2.5275379336783377e-06,4.390947166660195e-08,1.6724597796023045e-05,6.4715573477980376e-06,2.2620858408900247e-06,1.500406563679989e-08,1.1742460703047318e-05,4.2134618840637305e-06,2.0817529460192796e-06,5.513857688019614e-09
1.3874435264813434e-05,1.6191568779939564e-05,6.34608707523625e-08,1.3965966933005357e-09,9.064507489308464e-06,4.341270134263172e-06,4.0764403429617056e-08,3.6295278462417687e-10,6.00561765888268e-06,1.6134780061040495e-06,3.23500545108499e-08,1.2351109561904888e-10,4.022512622359422e-06,7.690255013149573e-07,2.767994704269983e-08,4.534783619475344e-11
5.332436049362733e-06,5.314498520884711e-06,5.918914957254592e-11,1.9683275934940187e-12,3.234688617538881e-06,5.810794001184019e-07,1.94719922148675e-13,6.192204118897163e-19,1.9553294925806525e-06,6.217283187036485e-08,9.389176582894333e-16,-3.5043518350220214e-20,1.178499632522257e-06,6.663175058120889e-09,1.9223260691201857e-16,-1.3626964457843778e-20
3.5538608477527694e-08,3.481879011632088e-08,3.3019687999593776e-13,1.225708844877838e-14,2.143249612628347e-08,3.5598849726211678e-09,9.215353478383478e-16,3.8803187012053604e-21,1.2862162618096245e-08,3.4478198287786987e-10,2.4930622782929403e-18,1.824375901101183e-23,7.685909521508356e-09,3.223260275864022e-11,8.426414123204781e-21,4.629411025773708e-24
2.5198218973309105e-05,2.5846860338183744e-05,1.6453019938548763e-06,8.478396232396093e-08,1.6695133321128587e-05,8.399781314684243e-06,1.3730915271429867e-06,2.3249747792390304e-08,1.139723627089123e-05,4.207823655383823e-06,1.2230474981821613e-06,7.943640124334761e-09,7.923493666305134e-06,2.6688911102545136e-06,1.1222589030832169e-06,2.919205369420824e-09
9.158529054539174e-06,1.0614173749020558e-05,8.72413977637085e-09,6.885957293513993e-11,5.908176578475082e-06,2.465344085351947e-06,4.021667054115495e-09,1.3952359393164282e-11,3.851888699800205e-06,7.679073480520134e-07,2.8035937460119056e-09,4.698044399259198e-12,2.533060353343689e-06,3.0818841336250985e-07,2.217047881978054e-09,1.720319759305317e-12
4.915771187456792e-06,4.8867826008073655e-06,5.299344456901276e-11,1.7953548534828983e-12,2.9793162430069064e-06,5.288069633689532e-07,1.6859400854477076e-13,6.228624700479608e-19,1.7990149078767613e-06,5.5665869089904406e-08,5.459657425914553e-16,-1.990672263308118e-21,1.0829075836316334e-06,5.823240173871553e-09,2.5073218783644783e-18,-1.2811290560175852e-21
1.3023963383532046e-08,1.2762114582102725e-08,1.2102819584786848e-13,4.492948371308219e-15,7.85517326464933e-09,1.3049433632391687e-09,3.3768174488922177e-16,1.4524124305225763e-21,4.714426373392706e-09,1.263741247248326e-10,9.128709705110604e-19,1.3746018076967577e-23,2.817311262198453e-09,1.181149284138644e-11,1.8479379561147715e-21,9.748765703889896e-24
