0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0016335586524826703,0.0007122592164436382,6.645158378174326e-05,3.7836346207561407e-06,0.0005374728726666386,0.00017038538301320495,5.712208622519843e-05,1.039593911832767e-06,0.00029336337213574777,9.558567790302029e-05,5.160719795663455e-05,3.546067558080152e-07,0.00018771845278708633,6.642546177578683e-05,4.7767907582675116e-05,1.3005901173145393e-07
0.0006119064576444093,0.0002143898969584901,8.567952555238549e-06,4.815824277677588e-07,0.00015935894513249095,2.7679287631627975e-05,7.335312535116992e-06,1.3223280305218132e-07,6.455497454628124e-05,1.4022764199368539e-05,6.615004894327375e-06,4.5095898827446524e-08,3.4783211718166066e-05,9.42358213096726e-06,6.116182385523505e-06,1.6537179839509652e-08
4.5032314806023966e-05,7.876167071007337e-06,3.132168440895154e-13,3.5425686393836425e-13,5.461463703651919e-06,2.133939155149622e-08,7.910788218800678e-14,1.2975279343011095e-15,6.315823515533016e-07,5.5341062622490226e-11,7.004734839812249e-14,4.418464418061867e-16,7.091744554633915e-08,3.564979458737765e-13,6.406688094286385e-14,1.618559700907803e-16
2.5589938879340054e-06,4.4429437686768145e-07,2.930279394881044e-13,3.49491924179627e-14,3.0691854849067483e-07,1.1791112909944113e-09,2.389481086520951e-13,4.232288587424266e-15,3.492011028421145e-08,3.5155351758494808e-12,2.147508929328462e-13,1.4429175296163373e-15,3.8391285535426e-09,3.7229455367991624e-13,1.9815326021573704e-13,5.290109322782983e-16
0.0004483368034952556,0.00015606085632689169,5.050224579038711e-06,2.810332077879755e-07,0.00011469639589633847,1.8604681944554117e-05,4.31026652153008e-06,7.712776393402671e-08,4.545712240091253e-05,9.016399971672253e-06,3.881516694151498e-06,2.6299474399645247e-08,2.4018159397750617e-05,5.9386572317024766e-06,3.585774114344405e-06,9.643236180391136e-09
0.00012346562755341948,2.5210375753156133e-05,1.2900905163793766e-08,6.828535942611697e-10,1.8480116858982742e-05,2.0204089007316512e-07,1.0829006750877538e-08,1.8656202702173535e-10,3.0820146005447992e-06,3.644651201532049e-08,9.680493185662812e-09,6.357680256473606e-11,6.332945734172824e-07,2.1077541966028524e-08,8.903773851187732e-09,2.3301258601872798e-11
3.866383903181878e-05,6.7467949446051625e-06,1.836243275453929e-13,2.98418058232649e-13,4.672840288122204e-06,1.8149444244472084e-08,1.407262114367988e-17,4.6898916504939395e-20,5.375363118339374e-07,4.621983611416405e-11,2.02021925870884e-18,2.0724516185288564e-20,5.992371453052659e-08,1.13925014810456e-13,1.797052339197366e-18,1.0488413642148792e-20
7.046324831655241e-07,1.2227533217495557e-07,3.241185344350288e-15,5.3685300573148726e-15,8.444734925502177e-08,3.2377518064241506e-10,2.1671064754011615e-19,-1.2589947232942326e-22,9.599204814310965e-09,8.068291479480824e-13,1.4485801484430527e-20,-6.196225868778598e-23,1.0538294802921615e-09,1.9186835492976763e-15,-2.780326241547815e-21,4.155282640322703e-24
0.00022683281579658447,6.0568932527810674e-05,3.7191122459106694e-07,1.962121949616976e-08,4.461129386073665e-05,2.7585851989346217e-06,3.1215328093045493e-07,5.37018517044763e-09,1.2409138193867354e-05,1.0053925925738699e-06,2.789904095393574e-07,1.829984112826488e-09,4.88942277357867e-06,6.013635202663418e-07,2.565696356822416e-07,6.706773259340556e-10
6.735476509871596e-05,1.2734245811247034e-05,1.8522126467360546e-11,1.4317539942394752e-12,9.155149737272154e-06,4.4738390945773946e-08,1.4297309822347011e-11,2.1672235780033262e-13,1.2603583965395542e-06,2.9852386655022546e-10,1.2478395295855834e-11,7.37133650247883e-14,1.7988436465820643e-07,6.103512965430921e-11,1.1312486191955655e-11,2.6976848813856274e-14
3.491224552971478e-05,6.085892126828402e-06,1.6477412814215965e-13,2.6880293441131547e-13,4.212867249599205e-06,1.6321266258640835e-08,1.0437975080246772e-17,7.944428915456286e-21,4.835023702799457e-07,4.138193630992004e-11,4.9043870794024375e-21,9.296143957065168e-21,5.373545753457937e-08,1.0139347482859591e-13,2.7566244186536962e-21,7.945691387550093e-21
2.4089297954615757e-07,4.1791867965789046e-08,1.107208913598554e-15,1.8345035134778884e-15,2.885966028965831e-08,1.1061976986473139e-10,7.057224805303149e-20,3.637817544815472e-22,3.2796174059098356e-09,2.755652534582623e-13,7.92862801141925e-21,1.2806687152828687e-22,3.5996287595939215e-10,6.500353171312775e-16,1.631340812770094e-20,8.97403501755354e-23
0.00014014212034168126,3.221645542487112e-05,2.6114703174611465e-08,1.2267110441905945e-09,2.3798474232080727e-05,5.810733008981164e-07,2.1139092901852084e-08,3.33219525583521e-10,5.1378150520309024e-06,1.3274335259054416e-07,1.8587014518855293e-08,1.1339580242026714e-10,1.5180950560807559e-06,6.94056290639084e-08,1.6925144316711e-08,4.151747365036477e-11
4.6334821236012815e-05,8.571783062068746e-06,3.3850868777530825e-13,4.1214590388529427e-13,6.106979782263747e-06,2.7576558286883565e-08,1.441372431404159e-14,1.2025122895298368e-16,7.994255030327102e-07,9.202032728153118e-11,1.1502985835243221e-14,3.934848363582798e-17,1.0569029907974612e-07,5.434639562395401e-13,9.852765899966416e-15,1.6262269296820805e-17
3.230463698321734e-05,5.627886028625193e-06,1.5190654701293058e-13,2.4836385402659503e-13,3.8945868925454946e-06,1.5065507018782836e-08,9.593979457309136e-18,7.488237734328741e-21,4.463599223435931e-07,3.809997457854868e-11,-1.574508738881669e-21,-6.1801485185373825e-21,4.951820766588755e-08,9.303987852913412e-14,-1.3268104460264179e-21,-3.271709948130949e-22
8.855101068039333e-08,1.5358979581361373e-08,4.067331631529208e-16,6.74080586887692e-16,1.0605204415180123e-08,4.064121390905135e-11,4.6703582961713785e-20,1.637236487134066e-22,1.2049089915648042e-09,1.0121335459329586e-13,1.899469969860042e-20,-1.598606073400705e-22,1.3222519700722995e-10,2.357448405799227e-16,1.0830576380896292e-20,2.816248703209185e-23
