2.311862244897963485e-03,7.254774239347991371e-04,6.036809567288442535e-05,3.441685792054949289e-06,5.318814651342406927e-04,1.544514260313151546e-04,5.190133975909935748e-05,9.465399584233924468e-07,2.717588130844196537e-04,8.650979930021566316e-05,4.689427495370955545e-05,3.231623184572762764e-07,1.714626501320397215e-04,6.014756401519303491e-05,4.340776646177130216e-05,1.186341167828605658e-07
7.254774239347978361e-04,1.696668962940214897e-04,6.483847153369534135e-06,3.670698250895360060e-07,1.188089837228597134e-04,1.908575135790987424e-05,5.562077861029444265e-06,1.009231980989705457e-07,4.270080826172894357e-05,1.000544547125406525e-05,5.020447107810955406e-06,3.445546292138619571e-08,2.317366371467370547e-05,6.819854544090413976e-06,4.644397807453473637e-06,1.264855982213881902e-08
6.036809567288434404e-05,6.483847153372703732e-06,9.312310860793355571e-14,1.819238634732635203e-13,3.412051693606403921e-06,7.102255912647584301e-09,3.936614617399468278e-14,6.916117503156610064e-16,1.950296635392640174e-07,8.023375133654972605e-12,3.530432492955568912e-14,2.360729384782661836e-16,1.127705159122694284e-08,7.676957504210991722e-14,3.253550052637808730e-14,8.665585390704866651e-17
3.441685792050427827e-06,3.670698250906539306e-07,1.819238621151040404e-13,2.008828855680238539e-14,1.919673487465093066e-07,3.925218112488258517e-10,1.533531156471077237e-13,2.760340130144424043e-15,1.071484747725375873e-08,7.295326671967379245e-13,1.381998310910311337e-13,9.423377077305077826e-16,5.991774817967230782e-10,2.056808258599161032e-13,1.277269848421448771e-13,3.459237629434814503e-16
5.318814651342405843e-04,1.188089837228595508e-04,3.412051693606318794e-06,1.919673487458910255e-07,8.222938241356046859e-05,1.118207933483854636e-05,2.921218041215313012e-06,5.276659797060108403e-08,2.764041531879748699e-05,5.601103574671723474e-06,2.634408332433026828e-06,1.801412245923655203e-08,1.427301549293246157e-05,3.757494875054900613e-06,2.435785689538561873e-06,6.612883182992475295e-09
1.544514260313159949e-04,1.908575135791027404e-05,7.102255910645047040e-09,3.925218115044729994e-10,1.118207933483856500e-05,6.692843701146223431e-08,6.042287999817789906e-09,1.076304402662833619e-10,1.040079316670068005e-06,1.433228098952433240e-08,5.433944068860261013e-09,3.674082983296265764e-11,1.489890882839633088e-07,9.032542249012683227e-09,5.015954714568232655e-09,1.348684961735488317e-11
5.190133975910051623e-05,5.562077861027457125e-06,3.936614558175947233e-14,1.533531085509883369e-13,2.921218041215642084e-06,6.042287999220028664e-09,2.205385534814594163e-18,2.629153977898128839e-20,1.656992040546410954e-07,6.638176695223178988e-12,9.816127228624489396e-19,1.489859915473727668e-20,9.472344593744909223e-09,7.378513813231376381e-15,9.004012843128378228e-19,4.906074325882099999e-21
9.465399584222033184e-07,1.009231980959094481e-07,6.916052910465211892e-16,2.760340037020596800e-15,5.276659797042855401e-08,1.076304386906021349e-10,2.855715596772131706e-20,3.341122897900972665e-24,2.941927332174990657e-09,1.147978605079929825e-13,4.636688757063499401e-21,3.813760272130379730e-23,1.640429336794225706e-10,1.183543581184999780e-16,2.907137685800905424e-21,5.044695204902555983e-23
2.717588130844195995e-04,4.270080826172905199e-05,1.950296635392003840e-07,1.071484747715983898e-08,2.764041531879748360e-05,1.040079316670171978e-06,1.656992040545006732e-07,2.941927332333112849e-09,5.253111929438946995e-06,4.040036703931993014e-07,1.489216099045612010e-07,1.004236811092686869e-09,1.807937095854129044e-06,2.546375122581610146e-07,1.374136363560719701e-07,3.686327097422042749e-10
8.650979930021510751e-05,1.000544547125780066e-05,8.023374901249916730e-12,7.295315258823243317e-13,5.601103574671872551e-06,1.433228099108726535e-08,6.638176591131463791e-12,1.148017070912930196e-13,4.040036703932256124e-07,4.778626108320281874e-11,5.934682731797434504e-12,3.918150217550106410e-14,3.221624355969876164e-08,1.340653459753871607e-11,5.459034128857056331e-12,1.438039825226148776e-14
4.689427495370798336e-05,5.020447107809144450e-06,3.530432625970251010e-14,1.381998286766815397e-13,2.634408332433217411e-06,5.433944067933377012e-09,9.822307016736362579e-19,3.765537549198921143e-21,1.489216099048280958e-07,5.934682694539726913e-12,2.249005907550991329e-22,2.230133975620488225e-21,8.471175533444774888e-09,6.539984785010770465e-15,1.504928552420368405e-21,2.968498837679835462e-21
3.231623184558457965e-07,3.445546291898352720e-08,2.360754118539296436e-16,9.423375385021760867e-16,1.801412245988658695e-08,3.674082684038768758e-11,1.679874875219725376e-20,-6.273761208527463902e-23,1.004236811352336175e-09,3.917907709205770635e-14,9.031531603471223526e-21,-8.351305403355782574e-23,5.598733556522257924e-11,3.998608290483758664e-17,8.389804681403718957e-21,-9.435263510111764418e-23
1.714626501320397215e-04,2.317366371467348524e-05,1.127705159116851576e-08,5.991774817232255993e-10,1.427301549293246326e-05,1.489890882838478211e-07,9.472344593836929758e-09,1.640429336389104178e-10,1.807937095854122268e-06,3.221624355977330054e-08,8.471175533446258850e-09,5.598733549356724442e-11,3.857825697103740867e-07,1.850398912604377460e-08,7.793593751929890666e-09,2.055032333408140382e-11
6.014756401519350248e-05,6.819854544092272366e-06,7.677051189806916828e-14,2.056807783598069429e-13,3.757494875054702831e-06,9.032542250296752088e-09,7.378860522927733462e-15,1.212171803883362462e-16,2.546375122580622823e-07,1.340653401229963743e-11,6.540590984421818468e-15,4.071189310517294671e-17,1.850398912597216392e-08,4.362221466625822609e-14,5.987300609868102429e-15,1.331766548555297270e-17
4.340776646177093624e-05,4.644397807451802441e-06,3.253550041872762275e-14,1.277269818507254565e-13,2.435785689538865110e-06,5.015954714073998856e-09,9.015147619312763103e-19,3.664235046018817675e-21,1.374136363561611468e-07,5.459034994555854326e-12,2.265623254432377848e-22,3.166955113271206843e-21,7.793593751908776054e-09,5.986899096008916497e-15,3.674581414377065893e-22,5.052846217976517114e-21
1.186341167838907961e-07,1.264855982307708172e-08,8.665367697452437213e-17,3.459235901922774036e-16,6.612883183045146020e-09,1.348685143353199890e-11,5.218881255034996659e-21,-7.569605134996245671e-23,3.686327097049867825e-10,1.438153756760128247e-14,-9.363812826249248671e-22,2.354342942972582739e-23,2.055032340908320767e-11,1.523833360512322044e-17,3.541592275552564636e-21,-6.485346070721800949e-23
