2.932766272936958993e-08,1.706010964944254348e-06,3.271571346996535610e-08,1.384336851759849943e-09,9.293867888185602338e-07,7.602179338867998539e-07,2.530963180464751567e-08,3.757737720068715619e-10,6.769464069693079990e-07,3.697562949289354218e-07,2.194061129627355919e-08,1.281162918719994591e-10,4.940611285066452207e-07,1.967575186953947988e-07,1.982538965620943622e-08,4.700574033295329977e-11
1.706010964944264512e-06,1.069168124428693728e-05,3.345837050815545074e-06,1.828096412944844526e-07,1.014659241532439127e-05,6.015429088646483173e-06,2.852651234028030590e-06,5.017588921076980872e-08,7.609396324919720389e-06,4.203400784154529883e-06,2.563524101788703898e-06,1.712549849123100993e-08,5.777213296859824296e-06,3.197771102132521376e-06,2.364201332443256916e-06,6.286054179453106467e-09
3.271571346996552816e-08,3.345837050815545921e-06,7.064394032344526613e-09,6.028869199329823478e-11,1.756448890849397789e-06,1.513380431650765082e-06,2.412605731249492100e-09,1.329430224933340925e-11,1.276885520419868087e-06,7.410814156382513038e-07,1.591120336323712862e-09,4.507241660472566827e-12,9.294311968657207465e-07,3.887285949019340189e-07,1.266372855267190134e-09,1.650032935423096972e-12
1.384336851759924389e-09,1.828096412944846114e-07,6.028869199348944275e-11,5.621926254580617163e-13,9.112938733463398044e-08,7.267720475075688794e-08,7.527905964680846813e-12,7.556130193639879103e-14,6.553798899469883182e-08,2.906581860375476347e-08,5.324574089987736137e-12,2.572403068830288399e-14,4.713671320396892017e-08,1.170239135784546831e-08,4.649220759010241611e-12,9.432617211774436441e-15
9.293867888185581162e-07,1.014659241532446242e-05,1.756448890849396095e-06,9.112938733461681479e-08,7.894827019992220390e-06,5.398094817724892678e-06,1.471022029390583146e-06,2.496631828014235868e-08,5.865403482849672643e-06,3.471356578323905562e-06,1.311748265564709808e-06,8.519439737724089244e-09,4.404182303312559370e-06,2.459391481377080460e-06,1.204375239019356744e-06,3.126866302973377678e-09
7.602179338867974187e-07,6.015429088646471315e-06,1.513380431650766564e-06,7.267720475074060903e-08,5.398094817724862185e-06,3.616413210721269379e-06,1.252129449934008662e-06,1.982581709396576499e-08,4.097484684083085540e-06,2.548530460642541187e-06,1.106475988004874725e-06,6.760851290626380071e-09,3.128653426443235865e-06,1.929432609400985530e-06,1.009292203374771002e-06,2.480754986585690259e-09
2.530963180464761163e-08,2.852651234028029320e-06,2.412605731249475143e-09,7.527905964586115246e-12,1.471022029390580604e-06,1.252129449934009085e-06,2.459000819944199761e-10,2.619748365767346742e-13,1.066148521546147981e-06,5.859746832064323511e-07,8.221254243217671873e-11,8.824717295625333395e-14,7.734362606159800492e-07,2.902766247919832819e-07,5.107848085123005630e-11,3.222631493375847211e-14
3.757737720067372485e-10,5.017588921079324109e-08,1.329430224954762641e-11,7.556130193115275241e-14,2.496631828014507845e-08,1.982581709397735876e-08,2.619748366777874280e-13,3.303787135267481149e-19,1.794696275009944270e-08,7.844858763597266618e-09,5.208452624007465444e-15,5.598133085733435882e-20,1.290133995863243621e-08,3.108563572554391062e-09,1.199138184472783380e-16,2.048611870441623693e-20
6.769464069693049285e-07,7.609396324919745800e-06,1.276885520419867028e-06,6.553798899468921005e-08,5.865403482849670102e-06,4.097484684083098245e-06,1.066148521546144805e-06,1.794696275009020144e-08,4.377289036268200317e-06,2.631569195010630783e-06,9.492895333449842364e-07,6.123807326440883431e-09,3.293431808723244447e-06,1.858701497016301061e-06,8.707797132449506892e-07,2.247549930581907972e-09
3.697562949289328807e-07,4.203400784154529036e-06,7.410814156382520449e-07,2.906581860376736639e-08,3.471356578323918691e-06,2.548530460642551775e-06,5.859746832064301276e-07,7.844858763598550402e-09,2.631569195010646877e-06,1.781882444840443550e-06,5.046176716980585365e-07,2.671278840309398745e-09,2.004371019646778938e-06,1.333050559750655532e-06,4.525121760650318270e-07,9.795924503989188940e-10
2.194061129627353272e-08,2.563524101788702204e-06,1.591120336323708519e-09,5.324574090114687358e-12,1.311748265564714255e-06,1.106475988004872395e-06,8.221254243217762346e-11,5.208452636630981733e-15,9.492895333449902715e-07,5.046176716980553601e-07,9.408861758949155731e-12,1.732472434711425099e-15,6.875193618507973896e-07,2.418298541192226289e-07,3.071138372971763285e-12,6.306000623757102511e-16
1.281162918721334882e-10,1.712549849123005702e-08,4.507241660552294436e-12,2.572403069313463810e-14,8.519439737727336755e-09,6.760851290629242944e-09,8.824717294742976695e-14,5.598436696036837062e-20,6.123807326442390554e-09,2.671278840307589287e-09,1.732472329882853664e-15,-4.209934950004470628e-24,4.401860815509052272e-09,1.056323671133381513e-09,3.410570234872976904e-17,-5.402026683382816983e-24
4.940611285066473382e-07,5.777213296859852248e-06,9.294311968657219112e-07,4.713671320397445235e-08,4.404182303312557676e-06,3.128653426443248994e-06,7.734362606159808962e-07,1.290133995863229394e-08,3.293431808723244871e-06,2.004371019646773856e-06,6.875193618507963308e-07,4.401860815505411850e-09,2.479905004618982149e-06,1.410674951349109478e-06,6.300121468511661675e-07,1.615520398696381908e-09
