-2.	-1.	-9.21114229819427e-16
-2.	0	-1.4071368647602525e-10
-2.	1.	8.857904398849998e-6
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-1642.6305698392475
-1.	-1.	-1.3617453529937926e-11
-1.	0	5.878427464691362e-6
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	2463.945854758871
0	-1.	6.039480271943181e-6
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	2463.945854758871
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-5749.206994437367
2.	-1.	2463.945854758871
