-2.	-1.	-5.110951621589525e-12
-2.	0	-4.410236305156478e-8
-2.	1.	0.00015681721916584732
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-92.78486525689776
-1.	-1.	-4.267970617893365e-9
-1.	0	0.00010406960908278958
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	139.17729788534663
0	-1.	0.00010692083124944136
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	139.17729788534663
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-324.74702839914215
2.	-1.	139.17729788534663
