-2.	-1.	-0.000015908350306540747
-2.	0	-0.00094017949930185
-2.	1.	0.02289645288926318
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-0.6354811647304373
-1.	-1.	-0.0000909851128356629
-1.	0	0.015194918735601927
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	0.9532217470956559
0	-1.	0.015611217879043076
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	0.9532217470956559
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-2.2241840765565306
2.	-1.	0.9532217470956559
