-2.	-1.	-6.485598296874957e-15
-2.	0	-5.16924810593947e-10
-2.	1.	0.000016977608197292466
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-857.0267602585492
-1.	-1.	-5.002498167038197e-11
-1.	0	-1.2861824391888231e-6
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	1285.5401403878238
0	-1.	0.000011575641952699408
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	1285.5401403878238
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-2999.5936609049227
2.	-1.	1285.5401403878238
