-2.	-1.	-1.1051401984792331e-23
-2.	0	-7.374607841225067e-16
-2.	1.	2.027833454641047e-8
-2.	2.	-0.05952380952380952380952380952380952380952380952381
-2.	3.	-717527.5916749354
-1.	-1.	-7.136717265701678e-17
-1.	0	-1.5362374656371568e-9
-1.	1.	-0.051587301587301587301587301587301587301587301587302
-1.	2.	1.076291387512403e6
0	-1.	1.3826137190734412e-8
0	0	0.33730158730158730158730158730158730158730158730159
0	1.	1.076291387512403e6
1.	-1.	-0.22619047619047619047619047619047619047619047619048
1.	0	-2.511346570862274e6
2.	-1.	1.076291387512403e6
