-2.	-1.	-2.280637428722248e-15
-2.	0	-2.575321844408582e-10
-2.	1.	0.000011983359106345375
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-1214.205835036685
-1.	-1.	-2.4922469462018535e-11
-1.	0	7.952592861483748e-6
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	1821.3087525550275
0	-1.	8.170472117962756e-6
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	1821.3087525550275
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-4249.7204226283975
2.	-1.	1821.3087525550275
