-2.	-1.	-1.1306530440153272e-13
-2.	0	-3.4754703211103076e-9
-2.	1.	0.00004402198386993615
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-330.52269050966913
-1.	-1.	-3.363358375268039e-10
-1.	0	0.000029214589295503076
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	495.7840357645037
0	-1.	0.00003001498900222919
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	495.7840357645037
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-1156.8294167838421
2.	-1.	495.7840357645037
