-2.	-1.	-2.3103308850132525e-10
-2.	0	-5.596417885998954e-7
-2.	1.	0.0005586218081303627
-2.	2.	-0.05952380952380952380952380952380952380952380952380952380952380952380952380952381
-2.	3.	-26.046717722966214
-1.	-1.	-5.4158882767731814e-8
-1.	0	-0.000042319833949269896
-1.	1.	-0.051587301587301587301587301587301587301587301587301587301587301587301587301587302
-1.	2.	39.070076584449325
0	-1.	0.00038087850554342914
0	0	0.33730158730158730158730158730158730158730158730158730158730158730158730158730159
0	1.	39.070076584449325
1.	-1.	-0.22619047619047619047619047619047619047619047619047619047619047619047619047619048
1.	0	-91.16351203038175
2.	-1.	39.070076584449325
