0	0	-2.	1.	-1.	0	1.86352819730839953127152997347816261279607186196471957373432815074920654296875e-12
0	0	-1.	1.	-1.	0	-7.45418261127587175265911249334715993342115325503982603549957275390625e-11
0	0	0	1.	-1.	0	-0.00001799182894643915780509557666988484925241209566593170166015625
0	0	1.	1.	-1.	0	0.030677102031009186033916336100446642376482486724853515625
0	0	0	0	-2.	1.	5.68440476327018489432674652923893621192519276519306004047393798828125e-8
0	0	-1.	0	-2.	1.	-1.06450684589540765607821890314374437165600983945523694274015724658966064453125e-11
0	0	1.	0	-2.	1.	-0.0000230946771553016999729834868304578776587732136249542236328125
0	0	2.	0	-2.	1.	-0.04341951494514850740102929194108583033084869384765625
0	0	0	0	-1.	1.	0.000272810405111705532588128875204347423277795314788818359375
0	0	-1.	0	-1.	1.	4.94740953343197458961147242907652188392830794327892363071441650390625e-9
0	0	1.	0	-1.	1.	0.28256958614025062814789635012857615947723388671875
0	0	2.	0	-1.	1.	-34.03934777797212518635205924510955810546875
0	0	0	0	0	1.	0.21481099138368564549494976745336316525936126708984375
0	0	-1.	0	0	1.	0.000082769756833923162071646462134566490931320004165172576904296875
0	0	1.	0	0	1.	841.17589476482271493296138942241668701171875
0	0	2.	0	0	1.	-11720.998009532182550174184143543243408203125
0	0	0	0	1.	1.	-827.985287540717763477005064487457275390625
0	0	-1.	0	1.	1.	-0.1897980508423419976349322269015829078853130340576171875
0	0	1.	0	1.	1.	-14157.42357558998992317356169223785400390625
0	0	-1.	0	2.	1.	123.1388514457549945291248150169849395751953125
0	0	0	0	2.	1.	22196.4023201058953418396413326263427734375
0	0	-2.	1.	0	0	-1.2908796633192575547839287181985101771175550311454571783542633056640625e-9
0	0	-1.	1.	0	0	0.00001969783034852181472797692796117274838252342306077480316162109375
0	0	0	1.	0	0	-0.042120321118095348233989483333061798475682735443115234375
0	0	1.	1.	0	0	24.41311314412445909738380578346550464630126953125
0	0	2.	1.	-1.	0	-14.640069325773794162159902043640613555908203125
