0	0	-2.	1.	-1.	0	3.242622870131146468175415589047481945694784144507138989865779876708984375e-11
0	0	-1.	1.	-1.	0	-5.0054179084791670925939054137554506951346411369740962982177734375e-10
0	0	0	1.	-1.	0	-0.000046622490714270624898897532606412141831242479383945465087890625
0	0	1.	1.	-1.	0	0.030677102031009116644977297028162865899503231048583984375
0	0	0	0	-2.	1.	3.81702768564625563989267144349160076899352134205400943756103515625e-7
0	0	-1.	0	-2.	1.	-1.852289784988094590554929020644568671283280991701758466660976409912109375e-10
0	0	1.	0	-2.	1.	-0.000059845576257283529704456004338908314821310341358184814453125
0	0	2.	0	-2.	1.	-0.04341951494514872944563421697239391505718231201171875
0	0	0	0	-1.	1.	0.000706937611342407616621397181688735145144164562225341796875
0	0	-1.	0	-1.	1.	3.3221418860532466420243391524991238838993012905120849609375e-8
0	0	1.	0	-1.	1.	0.2825695861402497399694766500033438205718994140625
0	0	2.	0	-1.	1.	-13.135937468955518170332652516663074493408203125
0	0	0	0	0	1.	0.21481099138368386913811036720289848744869232177734375
0	0	-1.	0	0	1.	0.0002144824870723190525338697209889460282283835113048553466796875
0	0	1.	0	0	1.	324.613562695056543816463090479373931884765625
0	0	2.	0	0	1.	-1745.51777987391460555954836308956146240234375
0	0	0	0	1.	1.	-319.5232480155981420466559939086437225341796875
0	0	-1.	0	1.	1.	-0.1897980508423419421237809956437558867037296295166015625
0	0	1.	0	1.	1.	-2108.3558369604061226709745824337005615234375
0	0	-1.	0	2.	1.	47.51983684121075413031576317735016345977783203125
0	0	0	0	2.	1.	3305.53890270013334884424693882465362548828125
0	0	-2.	1.	0	0	-8.66814313710601819598124129218064126689569093286991119384765625e-9
0	0	-1.	1.	0	0	0.0000510432772148487314879151954816194347586133517324924468994140625
0	0	0	1.	0	0	-0.04212032111809534129509557942583342082798480987548828125
0	0	1.	1.	0	0	9.42113021011778783986301277764141559600830078125
0	0	2.	1.	-1.	0	-5.6496686264062763171978076570667326450347900390625
0	0	3.	0	-2.	1.	-4.48493145704785778349332758807577192783355712890625
0	0	3.	0	-1.	1.	6741.600591108324806555174291133880615234375
0	0	-2.	1.	1.	0	-7.5774696003893214635294128811437985859811305999755859375e-6
0	0	-1.	1.	1.	0	0.0071001945244554588720919952038457267917692661285400390625
0	0	0	1.	1.	0	-1.6632452831786093128130232798866927623748779296875
0	0	4.	0	-2.	1.	-916.14418480336826178245246410369873046875
-1.	0	-2.	1.	0	0	-3.456141637361408705062080861411359655743780194825376383960247039794921875e-11
