0	0	-2.	1.	-1.	0	2.5498802581676773679054243647301714048580834059976041316986083984375e-8
0	0	-1.	1.	-1.	0	-4.2643800851024891442574149547084516598260961472988128662109375e-8
0	0	0	1.	-1.	0	-0.00043033161443719095649862449448619372560642659664154052734375
0	0	1.	1.	-1.	0	0.030677102031009186033916336100446642376482486724853515625
0	0	0	0	-2.	1.	0.000032519276401264226770103371588760410304530523717403411865234375
0	0	-1.	0	-2.	1.	-1.4565730719575706364192382684386029012557628448121249675750732421875e-7
0	0	1.	0	-2.	1.	-0.00055238240285258692618963749509930494241416454315185546875
0	0	2.	0	-2.	1.	-0.04341951494514895149023914200370199978351593017578125
0	0	0	0	-1.	1.	0.006525125512057507182195337236407794989645481109619140625
0	0	-1.	0	-1.	1.	2.83030826952168003299119269922101693737204186618328094482421875e-6
0	0	1.	0	-1.	1.	0.28256958614025062814789635012857615947723388671875
0	0	2.	0	-1.	1.	-1.42315856451912026159334345720708370208740234375
0	0	0	0	0	1.	0.21481099138368531242804237990640103816986083984375
0	0	-1.	0	0	1.	0.001979701073801343018387921546263896743766963481903076171875
0	0	1.	0	0	1.	35.1689076626870900099675054661929607391357421875
0	0	2.	0	0	1.	-20.48843156703050993883152841590344905853271484375
0	0	0	0	1.	1.	-34.6174186692833671941116335801780223846435546875
0	0	-1.	0	1.	1.	-0.1897980508423420531460834581594099290668964385986328125
0	0	1.	0	1.	1.	-24.747329865429918527297559194266796112060546875
0	0	-1.	0	2.	1.	5.14833927498109655829239272861741483211517333984375
0	0	0	0	2.	1.	38.79955184702898662862935452722012996673583984375
0	0	-2.	1.	0	0	-7.3848493062093610605524374168595613809884525835514068603515625e-7
0	0	-1.	1.	0	0	0.0004711360451471429517354694294084538341849111020565032958984375
0	0	0	1.	0	0	-0.04212032111809531353951996379691991023719310760498046875
0	0	1.	1.	0	0	1.0206932072922596521635796307236887514591217041015625
0	0	2.	1.	-1.	0	-0.61208987263885672458485487368307076394557952880859375
0	0	3.	0	-2.	1.	-0.4859012635727990581102631040266714990139007568359375
0	0	3.	0	-1.	1.	79.13114604490175452156108804047107696533203125
0	0	-2.	1.	1.	0	-0.00006994102366749286518558814673696133468183688819408416748046875
0	0	-1.	1.	1.	0	0.007100194524455462341538947157459915615618228912353515625
0	0	0	1.	1.	0	-0.18019739932880785016067193282651714980602264404296875
0	0	4.	0	-2.	1.	-10.75346103735058278516589780338108539581298828125
-1.	0	-2.	1.	0	0	-2.717783622547127099652007620189664294230169616639614105224609375e-8
-1.	0	-1.	1.	0	0	1.103628647468544909308711676754199970673653297126293182373046875e-6
-1.	0	0	1.	0	0	0.000335601426586490674160156988392600396764464676380157470703125
-1.	0	1.	1.	0	0	-0.0283827115777079697078733033777098171412944793701171875
-1.	0	-2.	1.	-1.	0	4.065850474510030444120398018174704357630133699785801582038402557373046875e-10
-1.	0	-1.	1.	-1.	0	-7.65189485915555764780865248553265445252691279165446758270263671875e-11
-1.	0	0	1.	-1.	0	-6.308525288330541131755213601906007170327939093112945556640625e-6
-1.	0	1.	1.	-1.	0	0.000428328566938128234807547922713411026052199304103851318359375
-1.	0	2.	1.	-1.	0	-0.008176762770458027851372406757946009747684001922607421875
-1.	0	0	0	-2.	1.	-2.71778362254713107011894787472250367699189155246131122112274169921875e-8
-1.	0	-1.	0	-2.	1.	4.0658504745100273421931009443209235898475384374251007102429866790771484375e-10
-1.	0	0	0	-1.	1.	1.1036286474685406741439754052525046290611498989164829254150390625e-6
-1.	0	-1.	0	-1.	1.	-7.6518948591512563086233767416233231273281489848159253597259521484375e-11
-1.	0	0	0	0	1.	0.000335601426586490674160156988392600396764464676380157470703125
-1.	0	-1.	0	0	1.	-6.308525288330532661425741058902616487102932296693325042724609375e-6
-1.	0	0	0	1.	1.	-0.0283827115777079870551080631457807612605392932891845703125
-1.	0	-1.	0	1.	1.	0.0004283285669381278553367875527868591234437189996242523193359375
-1.	0	-1.	0	2.	1.	-0.0081767627704580243819254548043318209238350391387939453125
-1.	0	2.	1.	0	0	0.61208987263885628049564502362045459449291229248046875
-1.	0	-2.	1.	1.	0	3.9536956445279308812283669549714204549673013389110565185546875e-7
-1.	0	-1.	1.	1.	0	-0.0003060235841130782663381537656022146620671264827251434326171875
-1.	0	0	1.	1.	0	0.0280106462799739365510109934120919206179678440093994140625
-1.	0	1.	1.	1.	0	-0.68503612432292826373014804630656726658344268798828125
-1.	0	1.	0	-2.	1.	3.9536956445279308812283669549714204549673013389110565185546875e-7
-1.	0	1.	0	-1.	1.	-0.0003060235841130772905561985286482240553596056997776031494140625
-1.	0	1.	0	0	1.	0.02801064627997394695935184927293448708951473236083984375
-1.	0	1.	0	1.	1.	-0.68503612432292715350712342115002684295177459716796875
-1.	0	0	0	2.	1.	0.6120898726388566135625524111674167215824127197265625
-1.	0	-2.	1.	2.	0	0.000033639016734909228949386428286771888451767154037952423095703125
-1.	0	-1.	1.	2.	0	-0.0034149280337210374813849966812995262444019317626953125
-1.	0	0	1.	2.	0	0.0866682100683374423422122845295234583318233489990234375
-1.	0	2.	0	-2.	1.	0.00003363901673490905276653339939230136224068701267242431640625
-1.	0	2.	0	-1.	1.	-0.0034149280337210374813849966812995262444019317626953125
-1.	0	2.	0	0	1.	0.086668210068337525608939131416263990104198455810546875
1.	0	0	0	-2.	1.	-0.00006685134131643143129419826209414168260991573333740234375
1.	0	-1.	0	-2.	1.	-7.448507055284126821860513079087695587077178061008453369140625e-7
1.	0	1.	0	-2.	1.	0.00460450128118361501350364051177166402339935302734375
1.	0	0	0	-1.	1.	-0.01725976349786650931861231583752669394016265869140625
1.	0	-1.	0	-1.	1.	0.00010840217647334186336360861702132751815952360630035400390625
