0.01829,0.024,0.02825
0.02237,0.02858,0.04149
0.02354,0.04051,0.04732
0.02355,0.06168,0.06855
0.02356,0.08303,0.08992
0.02358,0.10457,0.11148
0.02358,0.19051,0.19743
0.02359,0.12605,0.13296
0.02359,0.14757,0.15449
0.02359,0.2121,0.21903
0.0236,0.16911,0.17603
0.02444,0.0309,0.03618
0.02538,0.04606,0.06211
0.02563,0.08912,0.10544
0.02565,0.15329,0.16965
0.02567,0.17505,0.19142
0.02568,0.19648,0.21288
0.02572,0.06787,0.08428
0.02573,0.11084,0.12725
0.02573,0.13221,0.14864
0.02875,0.03643,0.05255
0.03052,0.17234,0.18042
0.03053,0.14788,0.15597
0.03055,0.09897,0.10706
0.03055,0.12344,0.13153
0.03057,0.05029,0.05832
0.03059,0.07467,0.08278
0.03236,0.05614,0.07604
0.03247,0.10484,0.12488
0.03255,0.12958,0.14973
0.03256,0.15411,0.17426
0.03267,0.08099,0.1012
0.03858,0.04415,0.04921
0.04051,0.04766,0.06504
0.04291,0.04964,0.08344
0.04398,0.12597,0.13315
0.04398,0.14747,0.15465
0.04398,0.16899,0.17616
0.04398,0.19049,0.19768
0.04398,0.21203,0.21919
0.04399,0.06166,0.0688
0.04399,0.08305,0.0902
0.04399,0.10449,0.11166
0.04409,0.06531,0.08639
0.04409,0.08667,0.10782
0.04412,0.12967,0.15089
0.04412,0.15113,0.17235
0.04413,0.1727,0.19393
0.04414,0.10822,0.12942
0.04414,0.19425,0.2155
0.04621,0.10967,0.14682
0.04658,0.06782,0.10528
0.0466,0.17513,0.21267
0.04664,0.13222,0.16979
0.04674,0.15407,0.19175
0.0469,0.08984,0.12767
0.04806,0.0544,0.06021
0.05023,0.05836,0.07851
0.0523,0.06036,0.10041
0.05422,0.07444,0.08259
0.05422,0.09886,0.10703
0.05422,0.12334,0.13152
0.05422,0.14786,0.15604
0.05422,0.1724,0.18059
0.05427,0.15199,0.17643
0.05428,0.103,0.1274
0.05429,0.07859,0.10294
0.05429,0.12753,0.15197
0.05641,0.12947,0.17376
0.05643,0.08067,0.12492
0.05658,0.10538,0.14982
0.05982,0.06534,0.07053
0.06166,0.0688,0.08662
0.06185,0.06907,0.10809
0.0643,0.07116,0.12642
0.06523,0.08305,0.0902
0.06523,0.08662,0.10808
0.06523,0.10449,0.11166
0.06523,0.10808,0.12956
0.06523,0.12597,0.13315
0.06523,0.12956,0.15106
0.06523,0.14747,0.15465
0.06523,0.15106,0.17257
0.06523,0.16898,0.17615
0.06523,0.17257,0.19408
0.06523,0.19049,0.19767
0.06523,0.19408,0.21561
0.06523,0.21202,0.21919
0.06536,0.12966,0.17235
0.0654,0.15123,0.19398
0.0654,0.17275,0.2155
0.06542,0.08683,0.12951
0.06543,0.10831,0.15104
0.06741,0.08866,0.14708
0.06793,0.15372,0.21267
0.06797,0.13234,0.19135
0.068,0.11087,0.16988
0.07234,0.07863,0.08456
0.07443,0.08259,0.10294
0.07449,0.08268,0.12743
0.07679,0.085,0.14969
0.0785,0.15195,0.17649
0.0785,0.1724,0.18058
0.07851,0.09886,0.10703
0.07851,0.10294,0.12743
0.07851,0.12334,0.13152
0.07851,0.12743,0.15195
0.07851,0.14786,0.15604
0.07855,0.12747,0.17641
0.07856,0.10299,0.1519
0.08083,0.10525,0.17404
0.08121,0.08671,0.09195
0.08304,0.0902,0.10808
0.08304,0.0902,0.12956
0.08315,0.09039,0.1509
0.0859,0.09288,0.16982
0.08662,0.10449,0.11166
0.08662,0.10808,0.12956
0.08662,0.10808,0.15106
0.08662,0.12597,0.13314
0.08662,0.12956,0.15106
0.08662,0.12956,0.17257
0.08662,0.14747,0.15464
0.08662,0.15106,0.17257
0.08662,0.15106,0.19408
0.08662,0.16898,0.17615
0.08662,0.17256,0.2156
0.08662,0.17257,0.19408
0.08662,0.19049,0.19767
0.08662,0.19408,0.2156
0.08662,0.21201,0.21919
0.08677,0.10823,0.17242
0.08678,0.15122,0.21546
0.0868,0.12974,0.19398
0.0892,0.13203,0.21229
0.08962,0.11113,0.19178
0.09677,0.10303,0.10902
0.09885,0.10702,0.12743
0.09885,0.10703,0.15195
0.09888,0.10708,0.17641
0.10267,0.10814,0.11342
0.10294,0.12334,0.13152
0.10294,0.12743,0.15195
0.10294,0.12743,0.17649
0.10294,0.14786,0.15604
0.10294,0.15195,0.17649
0.10294,0.1724,0.18058
0.10449,0.11166,0.12956
0.10449,0.11166,0.15106
0.10449,0.11166,0.17257
0.10467,0.11192,0.19405
0.10733,0.11433,0.21272
0.10807,0.12956,0.15106
0.10807,0.12956,0.17257
0.10807,0.12956,0.19408
0.10807,0.14747,0.15464
0.10807,0.15105,0.17257
0.10807,0.15105,0.19408
0.10807,0.15105,0.2156
0.10807,0.16898,0.17615
0.10807,0.17256,0.19408
0.10807,0.17256,0.2156
0.10807,0.19049,0.19767
0.10807,0.19408,0.2156
0.10807,0.21201,0.21919
0.10808,0.12597,0.13314
0.10826,0.12975,0.21552
0.12126,0.12751,0.13352
0.12334,0.13152,0.15195
0.12334,0.13152,0.17649
0.12415,0.12961,0.13491
0.12597,0.13314,0.15106
0.12597,0.13314,0.17257
0.12597,0.13314,0.19408
0.12597,0.13314,0.2156
0.12743,0.14786,0.15604
0.12743,0.15195,0.17649
0.12743,0.1724,0.18058
0.12955,0.15105,0.17257
0.12955,0.15105,0.19408
0.12955,0.15105,0.2156
0.12955,0.16898,0.17615
0.12955,0.17256,0.19408
0.12955,0.17256,0.2156
0.12955,0.19049,0.19767
0.12955,0.19408,0.2156
0.12955,0.21201,0.21919
0.12956,0.14747,0.15464
0.14565,0.1511,0.15641
0.14578,0.15202,0.15805
0.14747,0.15464,0.17256
0.14747,0.15464,0.19408
0.14747,0.15464,0.2156
0.14786,0.15604,0.17649
0.15105,0.16898,0.17615
0.15105,0.17256,0.19408
0.15105,0.17256,0.2156
0.15105,0.19049,0.19767
0.15105,0.19408,0.2156
0.15105,0.21201,0.21919
0.15195,0.1724,0.18058
0.16716,0.17261,0.17792
0.16898,0.17615,0.19408
0.16898,0.17615,0.2156
0.17032,0.17654,0.1826
0.17256,0.19049,0.19767
0.17256,0.19408,0.2156
0.17256,0.21201,0.21919
0.18868,0.19412,0.19944
0.19049,0.19767,0.2156
0.19408,0.21201,0.21919
0.2102,0.21564,0.22097
