-2.	-2.	-2.	6.162734971370589e-27
-2.	-2.	-1.	1.631987435269786e-22
-2.	-2.	0	-1.32053621095924e-18
-2.	-2.	1.	-3.1790762824916214e-14
-2.	-2.	2.	2.3385236573321146e-10
-2.	-1.	-2.	1.631987435269786e-22
-2.	-1.	-1.	5.642291083189482e-18
-2.	-1.	0	-1.5895381412458075e-15
-2.	-1.	1.	-8.886389897862035e-10
-2.	-1.	2.	3.0963859743901843e-6
-2.	0	-2.	-1.3205362109592398e-18
-2.	0	-1.	-1.5895381412458075e-15
-2.	0	0	7.015570971996345e-10
-2.	0	1.	0.
-2.	0	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-2.	1.	-2.	-3.1790762824916214e-14
-2.	1.	-1.	-8.886389897862035e-10
-2.	1.	0	0.
-2.	1.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-2.	2.	-2.	2.3385236573321146e-10
-2.	2.	-1.	3.0963859743901843e-6
-2.	2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-1.	-2.	-2.	1.631987435269786e-22
-1.	-2.	-1.	5.642291083189481e-18
-1.	-2.	0	-1.5895381412458075e-15
-1.	-2.	1.	-8.886389897862035e-10
-1.	-2.	2.	3.0963859743901843e-6
-1.	-1.	-2.	5.642291083189481e-18
-1.	-1.	-1.	2.1935626349192188e-13
-1.	-1.	0	8.41868516639561e-10
-1.	-1.	1.	-0.000024771087795121474
-1.	-1.	2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	0	-2.	-1.5895381412458075e-15
-1.	0	-1.	8.418685166395611e-10
-1.	0	0	0.00001857831584634111
-1.	0	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	1.	-2.	-8.886389897862035e-10
-1.	1.	-1.	-0.000024771087795121474
-1.	1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	2.	-2.	3.0963859743901843e-6
-1.	2.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	-2.	-2.	-1.3205362109592398e-18
0	-2.	-1.	-1.5895381412458075e-15
0	-2.	0	7.015570971996343e-10
0	-2.	1.	0.
0	-2.	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
0	-1.	-2.	-1.5895381412458075e-15
0	-1.	-1.	8.418685166395611e-10
0	-1.	0	0.00001857831584634111
0	-1.	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	0	-2.	7.015570971996343e-10
0	0	-1.	0.00001857831584634111
0	0	0	0.27332361516034985422740524781341107871720116618075801749271137026239067055393586
0	1.	-2.	0.
0	1.	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	2.	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
1.	-2.	-2.	-3.1790762824916214e-14
1.	-2.	-1.	-8.886389897862035e-10
1.	-2.	0	0.
1.	-2.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	-1.	-2.	-8.886389897862035e-10
1.	-1.	-1.	-0.000024771087795121474
1.	-1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	0	-2.	0.
1.	0	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	1.	-2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	-2.	-2.	2.3385236573321146e-10
2.	-2.	-1.	3.0963859743901843e-6
2.	-2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
2.	-1.	-2.	3.0963859743901843e-6
2.	-1.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	0	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
