-2.	-2.	-2.	4.619857818784108e-19
-2.	-2.	-1.	5.957939327428877e-16
-2.	-2.	0	-2.3477601514472493e-13
-2.	-2.	1.	-2.7525074828856113e-10
-2.	-2.	2.	9.860375954192932e-8
-2.	-1.	-2.	5.957939327428878e-16
-2.	-1.	-1.	1.0031338828910975e-12
-2.	-1.	0	-1.376253741442803e-11
-2.	-1.	1.	-3.7469428625933143e-7
-2.	-1.	2.	0.00006358152564983239
-2.	0	-2.	-2.3477601514472493e-13
-2.	0	-1.	-1.3762537414428005e-11
-2.	0	0	2.9581127862578797e-7
-2.	0	1.	0.
-2.	0	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-2.	1.	-2.	-2.7525074828856113e-10
-2.	1.	-1.	-3.7469428625933143e-7
-2.	1.	0	0.
-2.	1.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-2.	2.	-2.	9.860375954192932e-8
-2.	2.	-1.	0.00006358152564983239
-2.	2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-1.	-2.	-2.	5.957939327428878e-16
-1.	-2.	-1.	1.0031338828910975e-12
-1.	-2.	0	-1.376253741442803e-11
-1.	-2.	1.	-3.7469428625933143e-7
-1.	-2.	2.	0.00006358152564983239
-1.	-1.	-2.	1.0031338828910975e-12
-1.	-1.	-1.	1.899230163191072e-9
-1.	-1.	0	3.549735343509455e-7
-1.	-1.	1.	-0.0005086522051986591
-1.	-1.	2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	0	-2.	-1.376253741442803e-11
-1.	0	-1.	3.549735343509455e-7
-1.	0	0	0.0003814891538989944
-1.	0	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	1.	-2.	-3.7469428625933143e-7
-1.	1.	-1.	-0.0005086522051986591
-1.	1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	2.	-2.	0.00006358152564983239
-1.	2.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	-2.	-2.	-2.3477601514472493e-13
0	-2.	-1.	-1.376253741442803e-11
0	-2.	0	2.9581127862578797e-7
0	-2.	1.	0.
0	-2.	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
0	-1.	-2.	-1.376253741442803e-11
0	-1.	-1.	3.5497353435094557e-7
0	-1.	0	0.0003814891538989944
0	-1.	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	0	-2.	2.9581127862578797e-7
0	0	-1.	0.0003814891538989944
0	0	0	0.27332361516034985422740524781341107871720116618075801749271137026239067055393586
0	1.	-2.	0.
0	1.	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	2.	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
1.	-2.	-2.	-2.7525074828856113e-10
1.	-2.	-1.	-3.7469428625933143e-7
1.	-2.	0	0.
1.	-2.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	-1.	-2.	-3.7469428625933143e-7
1.	-1.	-1.	-0.0005086522051986591
1.	-1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	0	-2.	0.
1.	0	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	1.	-2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	-2.	-2.	9.860375954192932e-8
2.	-2.	-1.	0.00006358152564983239
2.	-2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
2.	-1.	-2.	0.00006358152564983239
2.	-1.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	0	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
