-2.	-2.	-2.	3.9999647967253196e-15
-2.	-2.	-1.	1.1383759421457175e-12
-2.	-2.	0	-9.899321595896577e-11
-2.	-2.	1.	-2.5611928924879105e-8
-2.	-2.	2.	2.024740299929762e-6
-2.	-1.	-2.	1.1383759421457173e-12
-2.	-1.	-1.	4.229710136428537e-10
-2.	-1.	0	-1.2805964462439511e-9
-2.	-1.	1.	-7.694013139733094e-6
-2.	-1.	2.	0.0002881169914820159
-2.	0	-2.	-9.899321595896577e-11
-2.	0	-1.	-1.280596446243956e-9
-2.	0	0	6.0742208997892855e-6
-2.	0	1.	0.
-2.	0	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-2.	1.	-2.	-2.56119289248791e-8
-2.	1.	-1.	-7.694013139733094e-6
-2.	1.	0	0.
-2.	1.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-2.	2.	-2.	2.024740299929762e-6
-2.	2.	-1.	0.0002881169914820159
-2.	2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
-1.	-2.	-2.	1.1383759421457173e-12
-1.	-2.	-1.	4.229710136428537e-10
-1.	-2.	0	-1.2805964462439495e-9
-1.	-2.	1.	-7.694013139733094e-6
-1.	-2.	2.	0.0002881169914820159
-1.	-1.	-2.	4.229710136428537e-10
-1.	-1.	-1.	1.767223095816658e-7
-1.	-1.	0	7.28906507974714e-6
-1.	-1.	1.	-0.002304935931856127
-1.	-1.	2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	0	-2.	-1.2805964462439495e-9
-1.	0	-1.	7.289065079747141e-6
-1.	0	0	0.0017287019488920956
-1.	0	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	1.	-2.	-7.694013139733094e-6
-1.	1.	-1.	-0.002304935931856127
-1.	1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
-1.	2.	-2.	0.0002881169914820159
-1.	2.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	-2.	-2.	-9.899321595896577e-11
0	-2.	-1.	-1.280596446243956e-9
0	-2.	0	6.0742208997892855e-6
0	-2.	1.	0.
0	-2.	2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
0	-1.	-2.	-1.280596446243956e-9
0	-1.	-1.	7.289065079747141e-6
0	-1.	0	0.0017287019488920956
0	-1.	1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	0	-2.	6.0742208997892855e-6
0	0	-1.	0.0017287019488920956
0	0	0	0.27332361516034985422740524781341107871720116618075801749271137026239067055393586
0	1.	-2.	0.
0	1.	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
0	2.	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
1.	-2.	-2.	-2.56119289248791e-8
1.	-2.	-1.	-7.694013139733094e-6
1.	-2.	0	0.
1.	-2.	1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	-1.	-2.	-7.694013139733094e-6
1.	-1.	-1.	-0.002304935931856127
1.	-1.	0	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	0	-2.	0.
1.	0	-1.	-0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
1.	1.	-2.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	-2.	-2.	2.024740299929762e-6
2.	-2.	-1.	0.0002881169914820159
2.	-2.	0	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
2.	-1.	-2.	0.0002881169914820159
2.	-1.	-1.	0.091107871720116618075801749271137026239067055393586005830903790087463556851311953
2.	0	-2.	-0.045553935860058309037900874635568513119533527696793002915451895043731778425655977
