4.659525668664682430e-02 7.146208716786844889e+03
4.937047852839003548e-02 6.798856100104488178e+03
5.231099308056263303e-02 6.495372541616508897e+03
5.542664520663106997e-02 6.229764766211063034e+03
5.872786613189483196e-02 5.990907533756928387e+03
6.222570836730231120e-02 5.763072465617915441e+03
6.593188271333548511e-02 5.527214841392693415e+03
6.985879746785249311e-02 5.264179364372180316e+03
7.401959996915644102e-02 4.959234256147634369e+03
7.842822061337681450e-02 4.607120038363550520e+03
8.309941949353395751e-02 4.215973783926644501e+03
8.804883581643464796e-02 3.807770616281137336e+03
9.329304026284686302e-02 3.414062156651246823e+03
9.884959046625586832e-02 3.067195283341387949e+03
1.047370897959450792e-01 2.789977865892110458e+03
1.109752496412072104e-01 2.587374020653453499e+03
1.175849554052158102e-01 2.442732716823390547e+03
1.245883364295008178e-01 2.320677264408008796e+03
1.320088400831419539e-01 2.179540131860700058e+03
1.398713102647238526e-01 1.993381115789110936e+03
1.482020705798860194e-01 1.770789273319183621e+03
1.570290124729377401e-01 1.551363067733257139e+03
1.663816886076130708e-01 1.377629244280455168e+03
1.762914118095947891e-01 1.263463023836578259e+03
1.867913599020784576e-01 1.184131029831341039e+03
1.979166867853557332e-01 1.095817403482297550e+03
2.097046401323234832e-01 9.770551780084301754e+02
2.221946860939523760e-01 8.533335895756375749e+02
2.354286414322420140e-01 7.593162169209066406e+02
2.494508135230316670e-01 6.968952792195842676e+02
2.643081486974108163e-01 6.362239666500659041e+02
2.800503894183630771e-01 5.624168937116946836e+02
2.967302408188872698e-01 4.952514617759920270e+02
3.144035471591500319e-01 4.471234532083979047e+02
3.331294787934677148e-01 4.025391022340693894e+02
3.529707302730650254e-01 3.550015220868465917e+02
3.739937302478801850e-01 3.156544928113276569e+02
3.962688638701478139e-01 2.824718111983245876e+02
4.198707084443914495e-01 2.497094673059925469e+02
4.448782831127585102e-01 2.214964779325340487e+02
4.713753134116728805e-01 1.966422047362607941e+02
4.994505115855140120e-01 1.736609747603180551e+02
5.291978735958446922e-01 1.537691759564895619e+02
5.607169938205458504e-01 1.357171017644156450e+02
5.941133984965040193e-01 1.198138611503219124e+02
6.294988990221888070e-01 1.055970462700706634e+02
6.669919663030128287e-01 9.302765445186884108e+01
7.067181273927490848e-01 8.185516433569767969e+01
7.488103857590030499e-01 7.197722131346345975e+01
7.934096665797492065e-01 6.323637951179841821e+01
8.406652885618334237e-01 5.551046121485835272e+01
8.907354638610439634e-01 4.869078163462624786e+01
9.437878277775391123e-01 4.267107313521700718e+01
1.000000000000000000e+00 3.736546535521257084e+01
