1.000000000000000082e-05 2.497052850242387834e+01
1.059560179277617057e-05 2.640425665445371806e+01
1.122667773510813544e-05 2.792029739815560418e+01
1.189534067370320835e-05 2.952338341207348194e+01
1.260382929679727389e-05 3.121851198865035215e+01
1.335451562929900141e-05 3.301096725920800168e+01
1.414991297434575937e-05 3.490633676993256529e+01
1.499268432786047117e-05 3.691052909747889998e+01
1.588565129428052877e-05 3.902979206950401903e+01
1.683180353330958413e-05 4.127073219843889262e+01
1.783430876931909215e-05 4.364033510833061058e+01
1.889652339691211472e-05 4.614598703275004965e+01
2.002200371815584479e-05 4.879549808061091198e+01
2.121451784910631934e-05 5.159712660663188899e+01
2.247805833548725246e-05 5.455960496932478776e+01
2.381685551976160786e-05 5.769216678593402747e+01
2.523539170434765982e-05 6.100457562613561180e+01
2.673841615839949297e-05 6.450715540451319896e+01
2.833096101839323942e-05 6.821082213941916450e+01
3.001835813575592089e-05 7.212711739130486421e+01
3.180625692794118915e-05 7.626824474010136612e+01
3.370064329271931777e-05 8.064710782996222349e+01
3.570785964900462521e-05 8.527735016972306425e+01
3.783462617131932846e-05 9.017339713094760612e+01
4.008806328898464845e-05 9.535050124334658506e+01
4.247571552536902605e-05 1.008247896443669589e+02
4.500557675700497562e-05 1.066133131581488271e+02
4.768611697714474431e-05 1.127340980409849891e+02
5.052631065335679548e-05 1.192062032712588717e+02
5.353566677410729675e-05 1.260497798052314380e+02
5.672426068491977794e-05 1.332861311521371022e+02
6.010276782070387642e-05 1.409377773399961882e+02
6.368249944718585675e-05 1.490285269962137136e+02
6.747544053110699554e-05 1.575835511823239017e+02
7.149428986597576249e-05 1.666294571926535752e+02
7.575250258771920673e-05 1.761943667940566911e+02
8.026433522257173624e-05 1.863080076898670256e+02
8.504489341802686365e-05 1.970018053669592462e+02
9.011018251665017960e-05 2.083089715358359797e+02
9.547716114208065730e-05 2.202645988116098579e+02
1.011637979766207013e-04 2.329057775490370261e+02
1.071891319205128638e-04 2.462717096940308750e+02
1.135733358343105206e-04 2.604038119819106214e+02
1.203377840777590556e-04 2.753458287859227198e+02
1.275051240713012809e-04 2.911439826061002805e+02
1.350993521198027864e-04 3.078471143708225668e+02
1.431458937523478591e-04 3.255067975424894939e+02
1.516716888470924095e-04 3.441774689485214367e+02
1.607052818261638333e-04 3.639166255934991909e+02
1.702769172225901374e-04 3.847849959489294633e+02
1.804186409392071779e-04 4.068466539806968854e+02
1.911644075385703697e-04 4.301691648145875888e+02
2.025501939230666413e-04 4.548238462338806016e+02
2.146141197858405776e-04 4.808859745389970612e+02
2.273965752357927448e-04 5.084348735196256257e+02
2.409403560239526765e-04 5.375540661968819904e+02
2.552908068239516468e-04 5.683316282724221082e+02
2.704959730463137079e-04 6.008604292335433001e+02
2.866067616948250111e-04 6.352381474361646951e+02
3.036771118035460487e-04 6.715674106063912632e+02
3.217641750250735269e-04 7.099562802400382679e+02
3.409285069746814732e-04 7.505185223193418551e+02
3.612342699709430527e-04 7.933734681882929181e+02
3.827494478516315301e-04 8.386461173296693232e+02
4.055460735840827930e-04 8.864678001620945906e+02
4.297004704320843828e-04 9.369764612227403404e+02
4.552935074866947636e-04 9.903162492045196359e+02
4.824108704165373600e-04 1.046637546693323884e+03
5.111433483440165366e-04 1.106097858498400001e+03
5.415871378079476200e-04 1.168862074074661905e+03
5.738441648302393047e-04 1.235101681108864113e+03
6.080224261649426910e-04 1.304994694293375915e+03
6.442363508721370797e-04 1.378726764884326712e+03
6.826071834272392233e-04 1.456491362009179056e+03
7.232633896483533272e-04 1.538488377978907693e+03
7.663410868007461971e-04 1.624923889211524966e+03
8.119844993184008319e-04 1.716011535170560137e+03
8.603464416684509499e-04 1.811972539820588509e+03
9.115888299750818944e-04 1.913033662496554371e+03
9.658832241158708896e-04 2.019426766161067235e+03
1.023411402105453864e-03 2.131390309495068777e+03
1.084365968689610842e-03 2.249168934399320733e+03
1.148951000187309855e-03 2.373007548360588771e+03
1.217382727739662078e-03 2.503150149987757686e+03
1.289890261253309484e-03 2.639843450161476085e+03
1.366716356462007289e-03 2.783336047954438072e+03
1.448118227674534582e-03 2.933873056211416497e+03
1.534368408930013262e-03 3.091694732268026200e+03
1.625755666443795110e-03 3.257038542933870303e+03
1.722585965398787389e-03 3.430137253433395927e+03
1.825183494319044218e-03 3.611206533387937270e+03
1.933891750455232110e-03 3.800442849840036615e+03
2.049074689815848227e-03 3.998028855460024261e+03
2.171117945694505096e-03 4.204130553342974963e+03
2.300430119772919023e-03 4.418883912617081478e+03
2.437444150122221927e-03 4.642392340681851238e+03
2.582618760682677504e-03 4.874730827339280950e+03
2.736439997074671757e-03 5.115941987404524298e+03
2.899422853882878057e-03 5.366020516813400718e+03
3.072112998861759037e-03 5.624910502971451933e+03
3.255088599835059826e-03 5.892509381636496983e+03
3.448962260405759751e-03 6.168662513705138736e+03
3.654383070957258062e-03 6.453137986048097446e+03
3.872038781812556923e-03 6.745625316851176649e+03
4.102658105827194576e-03 7.045744493216925548e+03
4.347013158125026359e-03 7.353039286115931645e+03
4.605922041145108295e-03 7.666939333215435909e+03
4.880251583654433324e-03 7.986762882970603641e+03
5.170920242896760721e-03 8.311734005487787726e+03
5.478901179593945181e-03 8.640974145047161073e+03
5.805225516094901853e-03 8.973435534042178915e+03
6.150985788580504154e-03 9.307915644492701176e+03
6.517339604882426730e-03 9.643094634212800884e+03
6.905513520162331019e-03 9.977526865904685110e+03
7.316807143427199629e-03 1.030954347705465079e+04
7.752597488629464108e-03 1.063728773977782657e+04
8.214343584919429550e-03 1.095877937955789457e+04
8.703591361485166558e-03 1.127190433763562214e+04
9.221978823334331735e-03 1.157423976452583520e+04
9.771241535346501458e-03 1.186314107979613436e+04
1.035321843295662625e-02 1.213586907693488502e+04
1.096985797892384082e-02 1.238958816454521002e+04
1.162322468679852921e-02 1.262114925121114356e+04
1.231550603292826118e-02 1.282724094422945200e+04
1.304901978014402948e-02 1.300457465818205128e+04
1.382622173764656327e-02 1.314988680609858420e+04
1.464971398307286267e-02 1.325959678548799275e+04
1.552225357427047987e-02 1.333009412626099038e+04
1.644676177994664271e-02 1.335804226167732668e+04
1.742633386009650662e-02 1.334044216793782107e+04
1.846424942895544263e-02 1.327452428609031995e+04
1.956398343517064958e-02 1.315797416790442912e+04
2.072921779595372077e-02 1.298913961342707080e+04
2.196385372416546911e-02 1.276722055274335980e+04
2.327202478960409618e-02 1.249293548080730397e+04
2.465811075822603796e-02 1.216810515943951577e+04
2.612675225563329193e-02 1.179532573597755982e+04
2.768286630392066683e-02 1.137844030682729863e+04
2.933166278390045290e-02 1.092515804590161315e+04
3.107866187782013997e-02 1.044443163498546164e+04
3.292971255097151134e-02 9.944754158394387559e+03
3.489101213406773511e-02 9.434879652652003642e+03
3.696912707195028347e-02 8.927812173405520298e+03
3.917101490809260511e-02 8.436254296804649130e+03
4.150404757850476717e-02 7.970397566498661035e+03
4.397603609302721400e-02 7.538265587017757753e+03
