0.	0.	0.	1.0768743489894306
0.	-2.	0.	5.274507355700647e-7
0.	-1.	0.	0.0008466682803073604
0.	0.	-2.	5.274507355700647e-7
0.	-2.	-2.	-2.560465093451028e-13
0.	-1.	-2.	-5.222915230166919e-11
0.	1.	-2.	3.1154266423244625e-7
0.	2.	-2.	-0.18330392806898285
0.	0.	-1.	0.0008466682803073605
0.	-2.	-1.	-5.2229152301669214e-11
0.	-1.	-1.	4.812911435330463e-7
0.	1.	-1.	-0.3589581163298101
0.	-2.	1.	3.1154266423244964e-7
0.	-1.	1.	-0.3589581163298102
0.	-2.	2.	-0.18330392806898288
-2.	0.	0.	5.274507355700644e-7
-2.	-2.	0.	-2.5604650934510276e-13
-2.	-1.	0.	-5.2229152301669214e-11
-2.	1.	0.	3.1154266423250215e-7
-2.	2.	0.	-0.1833039280689829
-2.	0.	-2.	-2.5604650934510286e-13
-2.	-2.	-2.	2.0515749240704408e-19
-2.	-1.	-2.	3.321777690053561e-16
-2.	1.	-2.	-3.108506610801965e-10
-2.	2.	-2.	1.837173703443731e-7
-2.	3.	-2.	3.115426642324793e-7
-2.	4.	-2.	-0.0005099826538770418
-2.	0.	-1.	-5.2229152301669246e-11
-2.	-2.	-1.	3.3217776900535616e-16
-2.	-1.	-1.	7.893811789399599e-13
-2.	1.	-1.	-5.962296247237419e-7
-2.	2.	-1.	0.00014064406605487803
-2.	3.	-1.	0.0015299479616311257
-2.	0.	1.	3.1154266423250215e-7
-2.	-2.	1.	-3.108506610801965e-10
-2.	-1.	1.	-5.962296247237419e-7
-2.	1.	1.	0.36405794286858056
-2.	0.	2.	-0.1833039280689829
-2.	-2.	2.	1.8371737034437307e-7
-2.	-1.	2.	0.00014064406605487803
-2.	-2.	3.	3.115426642324793e-7
-2.	-1.	3.	0.0015299479616311257
-2.	-2.	4.	-0.0005099826538770418
-1.	0.	0.	0.0008466682803073603
-1.	-2.	0.	-5.2229152301669214e-11
-1.	-1.	0.	4.812911435330464e-7
-1.	1.	0.	-0.35895811632981
-1.	0.	-2.	-5.2229152301669214e-11
-1.	-2.	-2.	3.321777690053561e-16
-1.	-1.	-2.	7.893811789399599e-13
-1.	1.	-2.	-5.962296247237419e-7
-1.	2.	-2.	0.000140644066054878
-1.	3.	-2.	0.0015299479616311244
-1.	0.	-1.	4.812911435330462e-7
-1.	-2.	-1.	7.893811789399599e-13
-1.	-1.	-1.	2.093845120473858e-9
-1.	1.	-1.	-0.0011288910404098139
-1.	2.	-1.	0.3589581163298101
-1.	0.	1.	-0.35895811632981006
-1.	-2.	1.	-5.962296247237421e-7
-1.	-1.	1.	-0.0011288910404098137
-1.	-2.	2.	0.000140644066054878
-1.	-1.	2.	0.35895811632981006
-1.	-2.	3.	0.0015299479616311244
1.	-2.	0.	3.1154266423252756e-7
1.	-1.	0.	-0.3589581163298101
1.	0.	-2.	3.11542664232514e-7
1.	-2.	-2.	-3.1085066108019677e-10
1.	-1.	-2.	-5.96229624723742e-7
1.	1.	-2.	0.36405794286858056
1.	0.	-1.	-0.3589581163298101
1.	-2.	-1.	-5.96229624723742e-7
1.	-1.	-1.	-0.0011288910404098137
1.	-2.	1.	0.36405794286858056
2.	-2.	0.	-0.18330392806898285
2.	0.	-2.	-0.18330392806898285
2.	-2.	-2.	1.837173703443731e-7
2.	-1.	-2.	0.00014064406605487803
2.	-2.	-1.	0.00014064406605487803
2.	-1.	-1.	0.3589581163298101
3.	-2.	-2.	3.1154266423247976e-7
3.	-1.	-2.	0.0015299479616311257
3.	-2.	-1.	0.0015299479616311252
4.	-2.	-2.	-0.0005099826538770419
